name,material,city,height,completed
James House,concrete,Chicago,121.26000213623001,1971
OHM,concrete,New York City,121.18000030518,2009
Westin Seattle South Tower,steel,Seattle,121.0,1969
The Carillon Hotel & Spa North Tower,concrete,Miami Beach,121.0,2008
Cityfront Place,concrete,Chicago,120.69999694824,1991
Harbor Towers II,concrete,Boston,120.69999694824,1971
Ala Moana Hotel,concrete,Honolulu,120.69999694824,1970
Ariel East,concrete,New York City,120.69999694824,2007
333 North Michigan,steel,Chicago,120.69999694824,1928
10 Rittenhouse Square,concrete,Philadelphia,120.69999694824,2009
Metcalfe Federal Building,concrete,Chicago,120.69999694824,1991
Bank of the West Tower,steel,Sacramento,120.69999694824,2009
Two Alliance Center,mixed/composite,Atlanta,120.51999664306999,2009
The Pearson,concrete,Chicago,120.4700012207,2003
Walton Colonnade,concrete,Chicago,120.40000152588001,1972
The Plaza on Dewitt,concrete,Chicago,120.40000152588001,1966
The Aldyn,concrete,New York City,120.40000152588001,2011
Bayside at the Embarcadero,concrete,San Diego,120.40000152588001,2009
The Concorde Hotel,concrete,New York City,120.40000152588001,1985
The Grand Sutton,concrete,New York City,120.40000152588001,1990
WaterMarke Tower,concrete,Los Angeles,120.40000152588001,2009
Millennium Tower Residences,concrete,New York City,120.08999633789,2007
1110 North Lake Shore Drive,concrete,Chicago,120.0,1970
Brittany Apartments,concrete,New York City,120.0,1995
One Wilshire Building,steel,Los Angeles,120.0,1968
Aqua Skyline at Island Colony,concrete,Honolulu,119.80000305176,1978
Avalon Fort Greene,concrete,New York City,119.79000091553002,2010
Avenue Hotel,concrete,Chicago,119.79000091553002,1973
325 LEX,concrete,New York City,119.79000091553002,2015
Marmon Building,steel,Chicago,119.7799987793,1987
Walker Tower,steel,New York City,119.62999725341999,2013
Bellagio Spa Tower,concrete,Las Vegas,119.5,2004
Plaza 400 Apartments,concrete,New York City,119.48000335693001,1967
Marriott Hotel City Center,steel,Minneapolis,119.41000366211,1983
East Point,concrete,Chicago,119.18000030518,1967
420 5th Avenue,steel,New York City,119.18000030518,1989
Park Row Building,steel,New York City,119.18000030518,1899
11 Penn Plaza,steel,New York City,119.18000030518,1924
The Parklane,concrete,Houston,119.0,1983
The Metropolitan at the 9,mixed/composite,Cleveland,119.0,2015
45-45 Center Boulevard,concrete,New York City,118.90000152588001,2013
Planet Hollywood Las Vegas,steel,Las Vegas,118.87000274658001,2000
20 Broad Street,steel,New York City,118.87000274658001,1956
United States Federal Courthouse,steel,Seattle,118.87000274658001,2004
Aria,steel,Philadelphia,118.56999969482,1929
Unigard Financial Center,mixed/composite,Seattle,118.56999969482,1972
The Chandler,concrete,Chicago,118.4700012207,2008
The Lex,concrete,Chicago,118.31999969482,2010
Union Bank of California Building,steel,San Diego,118.30000305176,1969
The Carlyle,concrete,Chicago,118.26000213623001,1967
Westin Bonaventure Hotel,mixed/composite,Los Angeles,118.26000213623001,1976
DoubleTree by Hilton Grand Hotel Biscayne Bay,concrete,Miami,118.25,1978
Loews Midtown,concrete,Atlanta,118.19000244141,2010
Chelsea Tower,concrete,New York City,118.0,2003
1132 Bishop Street,steel,Honolulu,118.0,1991
The Aurora,concrete,New York City,118.0,2003
John F. Kennedy Federal Building,steel,Boston,118.0,1967
New York Marriott East Side,steel,New York City,117.95999908446998,1924
1412 Broadway,steel,New York City,117.95999908446998,1927
The Fairbanks at Cityfront Plaza,mixed/composite,Chicago,117.91000366211,2008
Civil Courts Building,steel,St. Louis,117.69999694824,1929
Hyatt Regency Waikiki Diamond Head Tower,concrete,Honolulu,117.65000152588001,1976
Hyatt Regency Waikiki Ewa Tower,concrete,Honolulu,117.65000152588001,1976
The Centria,concrete,New York City,117.65000152588001,2006
LaSalle Plaza,concrete,Minneapolis,117.62999725341999,1991
The Setai Hotel and Residences,concrete,Miami Beach,117.5,2004
Northwestern Medicine 259 East Erie,mixed/composite,Chicago,117.4700012207,2014
621 17th Street,steel,Denver,117.40000152588001,1957
Avalon Riverview North,concrete,New York City,117.34999847411999,2007
Liberty Tower,steel,New York City,117.34999847411999,1910
Charles Towers South Apartments,concrete,Baltimore,117.34999847411999,1969
200 Madison Avenue,steel,New York City,117.34999847411999,1926
Hilton San Diego Bayfront,concrete,San Diego,117.30000305176,2008
Wachovia Tower,concrete,Phoenix,117.30000305176,2010
Colorado Apartments,concrete,New York City,117.0,1987
33 Beekman Street,concrete,New York City,117.0,2015
Everett McKinley Dirksen United States Courthouse,steel,Chicago,116.73999786376999,1964
1100 Alakea Plaza,concrete,Honolulu,116.5,1993
230 Peachtree Building,steel,Atlanta,116.44000244141,1965
101 Federal Street,steel,Boston,116.30000305176,1988
The Milan Condominium,concrete,New York City,116.26000213623001,2005
Century Square,steel,Seattle,116.12999725341999,1986
The Mark,concrete,San Diego,116.09999847411999,2007
First National Bank Center,steel,San Diego,116.0,1982
801 Tower,steel,Los Angeles,116.0,1992
44 Monroe,concrete,Phoenix,115.81999969482,2008
Park Tower,mixed/composite,Sacramento,115.81999969482,1991
Harbor Court,concrete,Honolulu,115.80000305176,1994
Oakwood Yacht Club at Brickell,concrete,Miami,115.80000305176,1998
The Millennium,concrete,Sunny Isles Beach,115.80000305176,1998
Sapphire Tower,concrete,San Diego,115.80000305176,2008
Kilbourn Tower,concrete,Milwaukee,115.75,2005
Oak Tower,concrete,Kansas City,115.51999664306999,1913
NINE at Mary Brickell Village,concrete,Miami,115.5,2015
535 Mission Street,mixed/composite,San Francisco,115.37000274658001,2015
Alta at K Station - West Tower,concrete,Chicago,115.30999755859,2010
Outer Drive East,concrete,Chicago,115.2200012207,1963
Shell Building,steel,San Francisco,115.2200012207,1929
The Grand Beekman,concrete,New York City,115.20999908446998,2003
Jehovah`s Witnesses Dormitory,concrete,New York City,115.20999908446998,1995
505 West 37th Street West Tower,concrete,New York City,115.0,2008
Austin Hilton Covention Center Hotel,concrete,Austin,114.91000366211,2004
99 West City Creek Condominium Tower,concrete,Salt Lake City,114.91000366211,2011
Endeavor Condominium,concrete,Honolulu,114.90000152588001,1976
Resolution Condominium,concrete,Honolulu,114.90000152588001,1976
Museum Tower,concrete,Miami,114.90000152588001,1986
Coastal States Insurance Building,steel,Atlanta,114.90000152588001,1971
Canadian Pacific Plaza,steel,Minneapolis,114.76000213623001,1960
JW Marriott Indianapolis Downtown,concrete,Indianapolis,114.70999908446998,2011
Skyline on Brickell,concrete,Miami,114.66000366211,2004
1700 East 56th Street,concrete,Chicago,114.61000061035,1968
New York Hospital Cornell Medical Center,steel,New York City,114.61000061035,1932
Mutual of New York Building,steel,New York City,114.59999847411999,1950
5 Houston Center,concrete,Houston,114.5,2003
Tapa Tower,concrete,Honolulu,114.30000305176,1982
The One,concrete,Jersey City,114.30000305176,2015
The Pinnacle Honolulu,concrete,Honolulu,114.30000305176,2008
1400 Museum Park,concrete,Chicago,114.30000305176,2008
Omni San Diego Hotel and The Metropolitan,concrete,San Diego,114.30000305176,2004
SunTrust International Center,concrete,Miami,114.30000305176,1973
33 West Monroe,steel,Chicago,114.30000305176,1980
388 Market Street,steel,San Francisco,114.30000305176,1985
Mellon Bank Center,steel,Los Angeles,114.30000305176,1982
LPM Apartments,concrete,Minneapolis,114.09999847411999,2014
One Lincoln Park,concrete,Denver,114.0,2009
Trinity Court,steel,New York City,114.0,1927
Viad Tower,mixed/composite,Phoenix,114.0,1991
Astoria Tower,concrete,Chicago,113.87999725341999,2009
Capitol Place,concrete,Honolulu,113.69999694824,2008
The Watermark Waikiki,concrete,Honolulu,113.69999694824,2008
City-County Building,steel,Indianapolis,113.45999908446998,1962
The Windsor,concrete,Honolulu,113.40000152588001,1983
2800 North Lake Shore Drive,concrete,Chicago,113.40000152588001,1968
Honolulu Park Place,concrete,Honolulu,113.40000152588001,1989
Two Renaissance Square,steel,Phoenix,113.40000152588001,1990
Wells Fargo Plaza,steel,Phoenix,113.40000152588001,1971
Brookdale Plaza,concrete,Chicago,113.38999938965,1990
Renaissance Tower,steel,Sacramento,113.38999938965,1989
Fox Tower,steel,Portland,113.38999938965,2000
Joe Serna Junior California EPA Building,steel,Sacramento,113.38999938965,2000
Three AT&T Plaza,steel,Dallas,113.38999938965,1928
Meridian Condominiums,concrete,San Diego,113.09999847411999,1985
Sheraton Seattle Hotel,steel,Seattle,113.08000183105,1982
One Georgia Center,steel,Atlanta,113.08000183105,1968
Bristol Tower,concrete,Miami,113.0,1993
Western Union Building,steel,New York City,113.0,1930
Archstone 101 West End,concrete,New York City,112.7799987793,2000
11 West 42nd Street,steel,New York City,112.7799987793,1927
222 Second Street,mixed/composite,San Francisco,112.7799987793,2015
Franklin Towers,concrete,Honolulu,112.75,1982
Canterbury Place,concrete,Honolulu,112.75,1978
Terminus 200,concrete,Atlanta,112.65000152588001,2009
Broderick Tower Lofts,steel,Detroit,112.59999847411999,1928
Ohana Maile Sky Court,concrete,Honolulu,112.5,1984
"Pacific Beach Hotel, Oceanarium Tower",concrete,Honolulu,112.5,1979
NeoVertika,concrete,Miami,112.5,2006
Normandie Court Apartments I,concrete,New York City,112.5,1987
Normandie Court Apartments II-IV,concrete,New York City,112.5,1986
Arkadia Tower,concrete,Chicago,112.41999816895,2015
Sheraton Chicago Hotel & Towers,concrete,Chicago,112.33999633789,1992
1720 South Michigan,concrete,Chicago,112.2200012207,2008
Bay Parc Plaza,concrete,Miami,112.19999694824,2000
Treasure Island Hotel & Casino,concrete,Las Vegas,112.19999694824,1993
Chiquita Center,steel,Cincinnati,112.19999694824,1984
Phoenix City Hall,concrete,Phoenix,112.19999694824,1994
Grand Waikikian,concrete,Honolulu,112.16999816895,2008
Chelsea Landmark,concrete,New York City,112.16999816895,2007
The Admiral at the Lake,concrete,Chicago,112.16999816895,2012
New United States Mission to the United Nations,concrete,New York City,112.16000366211,2009
Trump International Hotel Waikiki Beach Walk,concrete,Honolulu,112.08999633789,2009
Roybal Federal Building,steel,Los Angeles,112.0,1991
Hawthorne House,concrete,Chicago,111.86000061035,1966
1111 South Wabash,concrete,Chicago,111.86000061035,2004
177 Huntington,concrete,Boston,111.86000061035,1973
Standard Insurance Center,steel,Portland,111.86000061035,1970
Buhl Building,steel,Detroit,111.59999847411999,1925
One East Delaware,concrete,Chicago,111.55999755859,1989
Hotel Inter-Continental Miami,mixed/composite,Miami,111.55999755859,1982
K2 at K Station,concrete,Chicago,111.55999755859,2013
Left Bank at K Station,concrete,Chicago,111.41000366211,2006
Kinzie Park Tower,concrete,Chicago,111.30000305176,2001
Ohio Bell Huron Building,steel,Cleveland,111.25,1927
Avenue Southeast First Tower,concrete,Miami,111.19999694824,2007
Steuart Tower,steel,San Francisco,111.0,1976
Echelon at K Station,concrete,Chicago,110.69999694824,2008
Manhattan Place,concrete,New York City,110.63999938965,1985
InterContinental New York Times Square,concrete,New York City,110.63999938965,2010
Pershing Square Building,steel,New York City,110.63999938965,1923
1 Times Square,steel,New York City,110.63999938965,1996
Rhodes Tower,steel,Cleveland,110.63999938965,1971
Royal Capitol Plaza,concrete,Honolulu,110.40000152588001,1987
240 Riverside Boulevard at Trump Place,concrete,New York City,110.37999725341999,2004
Hawaiian Monarch Hotel,concrete,Honolulu,110.34999847411999,1979
Royal Iolani Diamond Head Tower,concrete,Honolulu,110.33999633789,1978
Royal Iolani Ewa Tower,concrete,Honolulu,110.33999633789,1978
The Waverly at South Beach,concrete,Miami Beach,110.33999633789,2001
The Chicagoan,concrete,Chicago,110.30000305176,1990
One Illinois Center,concrete,Chicago,110.30000305176,1970
Edgewater Plaza North,concrete,Chicago,110.0,1968
Bay House Miami Residences,concrete,Miami,110.0,2015
San Diego Marriott Marquis & Marina Tower 1,steel,San Diego,110.0,1984
San Diego Marriott Marquis & Marina Tower 2,steel,San Diego,110.0,1987
Edith Green-Wendell Wyatt Federal Building,steel,Portland,110.0,2013
101 West Ohio,concrete,Indianapolis,109.76999664306999,1987
Halcyon,concrete,New York City,109.73000335693001,2015
520 Pike Tower,steel,Seattle,109.73000335693001,1983
West 8th,steel,Seattle,109.73000335693001,2009
The Allerton Hotel Chicago,steel,Chicago,109.73000335693001,1924
250 West Pratt Street,steel,Baltimore,109.73000335693001,1986
2 East Oak Street,concrete,Chicago,109.69999694824,1967
Chestnut Tower,concrete,Chicago,109.69999694824,2000
Sheraton Phoenix Downtown,mixed/composite,Phoenix,109.69999694824,2008
Walton on the Park South Tower,concrete,Chicago,109.69999694824,2010
Escala,concrete,Seattle,109.69999694824,2009
Miami-Dade County Courthouse,concrete,Miami,109.69999694824,1928
Bank of America Tower,mixed/composite,Phoenix,109.69999694824,2000
River Gate Apartments,concrete,New York City,109.12000274658001,1985
Figueroa Tower,steel,Los Angeles,109.0,1989
Regents Park South,concrete,Chicago,108.90000152588001,1972
1600 Museum Park,concrete,Chicago,108.90000152588001,2009
New World Tower,steel,Miami,108.80000305176,1965
Sofitel New York Hotel,concrete,New York City,108.62999725341999,2000
Eaton Center,concrete,Cleveland,108.51000213623001,1983
2116 Chestnut,concrete,Philadelphia,108.5,2013
3300 North Central Avenue,steel,Phoenix,108.5,1980
Fifth Street Towers I,mixed/composite,Minneapolis,108.36000061035,1987
Westinghouse Tower,steel,Pittsburgh,108.20999908446998,1970
The Columbia,concrete,New York City,108.19999694824,1983
Esquire Plaza,steel,Sacramento,108.19999694824,1999
Hunter's Point South Tower 2,concrete,New York City,108.0,2015
Grand Tower,concrete,Los Angeles,108.0,1989
101 Second Street,steel,San Francisco,108.0,1999
160 Riverside Boulevard at Trump Place,concrete,New York City,107.90000152588001,2001
Azure,concrete,New York City,107.30000305176,2010
Post Toscana Apartments,concrete,New York City,107.30000305176,2003
Yacht Harbor Tower II,concrete,Honolulu,107.0,1973
Crowne Plaza Hotel Downtown Seattle,mixed/composite,Seattle,107.0,1980
Trump International Beach Resort,concrete,Sunny Isles Beach,107.0,2004
Atrium Two,concrete,Cincinnati,107.0,1984
KPMG Center,steel,Los Angeles,107.0,1991
Capitol Square,concrete,Sacramento,106.98000335693001,1992
Regency Tower,concrete,Honolulu,106.69999694824,1974
Malibu Condominiums,concrete,Chicago,106.69999694824,1969
The Aqua Waikiki Marina Towers,concrete,Honolulu,106.69999694824,1984
Yacht Harbor Tower I,concrete,Honolulu,106.69999694824,1972
The Infinity I,concrete,San Francisco,106.69999694824,2008
4 Midtown,concrete,Miami,106.69999694824,2008
45-40 Center Boulevard,concrete,New York City,106.69999694824,2013
Luxor Pyramid,steel,Las Vegas,106.69999694824,1993
The Metropolitan,concrete,New York City,106.69999694824,2004
Capitol Square,steel,Columbus,106.69999694824,1984
Executive Complex,steel,San Diego,106.69999694824,1963
Trump Park Avenue,steel,New York City,106.68000030518,1929
10 West End,concrete,New York City,106.68000030518,2007
Chamber of Commerce Building,steel,New York City,106.68000030518,1926
Charles Towers North Apartments,concrete,Baltimore,106.68000030518,1967
Legg Mason Tower,concrete,Baltimore,106.68000030518,2009
One Utah Center,steel,Salt Lake City,106.68000030518,1991
Octavius Tower,steel,Las Vegas,106.68000030518,2012
Trinity Building,steel,New York City,106.68000030518,1905
Robert T. Matsui Federal Courthouse,steel,Sacramento,106.68000030518,1992
Continental Place,concrete,Seattle,106.40000152588001,1981
First Hill Plaza,concrete,Seattle,106.40000152588001,1982
Westin Book-Cadillac Detroit,steel,Detroit,106.40000152588001,1924
Bunker Hill Towers,steel,Los Angeles,106.37999725341999,1968
601 California Street,steel,San Francisco,106.37999725341999,1960
Mercedes House,concrete,New York City,106.09999847411999,2012
Greektown Casino Hotel,concrete,Detroit,106.09999847411999,2009
The Century,steel,New York City,106.06999969482,1931
The Moderne,concrete,Milwaukee,106.06999969482,2013
Bank of America Building,steel,New York City,106.06999969482,1983
City National Bank Building,steel,Los Angeles,106.06999969482,1968
Park Alexandria,concrete,Chicago,105.83999633789,2003
Hawaii Prince I,concrete,Honolulu,105.80000305176,1990
Hawaii Prince II,concrete,Honolulu,105.80000305176,1990
One Renaissance Square,concrete,Phoenix,105.80000305176,1986
Henry W. Oliver Building,steel,Pittsburgh,105.80000305176,1910
2555 Grand Avenue,steel,Kansas City,105.80000305176,2003
Sofitel Chicago Water Tower,concrete,Chicago,105.79000091553002,2002
Edgewater Plaza South,concrete,Chicago,105.5,1971
Southampton Apartments,concrete,Jersey City,105.5,2000
777 Avenue of the Americas,concrete,New York City,105.5,2001
Plaza Towers Apartments,concrete,New York City,105.45999908446998,1964
The Majestic,steel,New York City,105.45999908446998,1931
29 Park Madison,concrete,New York City,105.19999694824,2008
New Yorker East Apartments,concrete,New York City,105.19999694824,1975
Eight O Five,concrete,Chicago,105.19999694824,2015
One Riverside Park,concrete,New York City,105.19999694824,2015
Westlake Center,steel,Seattle,105.19999694824,1988
Federal Building & J.W. McCormack Post,steel,Boston,105.19999694824,1931
La Gorce Palace,concrete,Miami Beach,105.09999847411999,1996
Nine O Nine Kapiolani,concrete,Honolulu,105.0,2007
Sessanta,concrete,New York City,105.0,2009
Three PNC Plaza,mixed/composite,Pittsburgh,105.0,2010
Three Gateway Center,steel,Pittsburgh,104.90000152588001,1952
The Avery,concrete,New York City,104.84999847411999,2008
The Wilshire,concrete,Los Angeles,104.84999847411999,1990
Land Title Building Annex,steel,Philadelphia,104.84999847411999,1902
The Atlantic,concrete,Jersey City,104.80000305176,1998
Hyatt Regency McCormick Place,concrete,Chicago,104.80000305176,1998
414 Water Street,concrete,Baltimore,104.75,2008
5 Penn Plaza,steel,New York City,104.55000305176,1916
HarborView Condominium,concrete,Baltimore,104.40000152588001,1993
Four Points by Sheraton - Midtown Times Square,concrete,New York City,104.25,2009
301 East 50th Street,concrete,New York City,104.25,2015
Ellison Building,mixed/composite,Boston,104.19999694824,1992
Regents Park North,concrete,Chicago,104.18000030518,1974
Freeport-McMoRan Center,mixed/composite,Phoenix,104.13999938965,2009
Tower East Apartments,concrete,New York City,104.0,1962
Hilton Hotel at 54th,concrete,New York City,103.94000244140999,2013
Grovenor House,concrete,Miami,103.90000152588001,2006
The Yacht Club at Portofino,concrete,Miami Beach,103.90000152588001,1999
Distrikt Hotel,concrete,New York City,103.90000152588001,2009
First National Building,steel,Detroit,103.90000152588001,1930
Phoenix Corporate Center,concrete,Phoenix,103.90000152588001,1965
Wall Street Exchange Building,steel,New York City,103.90000152588001,1903
100 Washington Square,concrete,Minneapolis,103.83999633789,1981
Ariel West,concrete,New York City,103.62999725341999,2008
Chicago Hilton & Towers,steel,Chicago,103.62999725341999,1927
Merchandise Mart,steel,Chicago,103.62999725341999,1930
Two Rector Street,steel,New York City,103.59999847411999,1907
3150 North Lake Shore Drive,concrete,Chicago,103.33000183105,1963
Windsor on the Lake,concrete,Austin,103.33000183105,2008
Verizon Building,steel,Pittsburgh,103.30000305176,1931
1550 North Lake Shore Drive Apartments,concrete,Chicago,103.0,1960
Flamingo Resort Residences III,concrete,Miami Beach,103.0,2001
255 East 74th Street,concrete,New York City,103.0,2009
University Hall,concrete,Chicago,103.0,1965
Bank of Tokyo Building,steel,New York City,103.0,1896
1001 Woodward,steel,Detroit,103.0,1965
The Bryant Park Hotel,steel,New York City,103.0,1924
McKnight Tower Apartments,concrete,Minneapolis,102.83000183105,1973
Circus Circus West Tower,concrete,Las Vegas,102.69999694824,1996
The Concerto,concrete,New York City,102.69999694824,1991
The Floridian,concrete,Miami Beach,102.69999694824,1997
200 East Delaware,concrete,Chicago,102.41000366211,1972
Century Tower,concrete,Chicago,102.41000366211,1930
Loop Transportation Center,concrete,Chicago,102.41000366211,1985
Twelve Atlantic Station,concrete,Atlanta,102.41000366211,2005
Courts Brickell Key,concrete,Miami,102.40000152588001,2002
875 Avenue of the Americas,steel,New York City,102.40000152588001,1927
Elm Street Plaza,concrete,Chicago,102.11000061035,1974
The Oliver Cromwell,concrete,New York City,102.11000061035,1927
99 Wall Street,steel,New York City,102.11000061035,1931
The Veneto,concrete,New York City,102.09999847411999,2007
Cielo,mixed/composite,Seattle,102.09999847411999,2015
410 Building,mixed/composite,Denver,102.09999847411999,1978
The Grandview,concrete,Atlanta,102.0,1990
990 North Lake Shore Drive,concrete,Chicago,102.0,1973
3 Columbus Circle,steel,New York City,102.0,2011
35XV Residences,mixed/composite,New York City,102.0,2015
Beneficial Financial Group Tower,steel,Salt Lake City,102.0,1998
Staybridge Suites Times Square - New York City,concrete,New York City,101.80000305176,2009
The Impala,concrete,New York City,101.80000305176,2001
Transunion Building,concrete,Chicago,101.80000305176,1961
Newport Lofts,steel,Las Vegas,101.80000305176,2007
1212 North Lake Shore Drive,concrete,Chicago,101.5,1969
2500 North Lakeview,concrete,Chicago,101.5,1974
CNA Plaza North,steel,Chicago,101.5,1962
U.S. Federal Courthouse,steel,San Diego,101.5,2012
Bridgeview,concrete,San Francisco,101.41999816895,2002
Inland Steel Building,steel,Chicago,101.30000305176,1958
Plaza Venetia Hotel,concrete,Miami,101.19999694824,1979
Miami Marriott Biscayne Bay,concrete,Miami,101.19999694824,1979
220 West 41st Street,concrete,New York City,101.19999694824,2015
Concerto Tower 1,concrete,Los Angeles,101.19999694824,2009
Concord City Centre,steel,Chicago,101.19999694824,1927
Mayfair Towers,steel,New York City,101.19000244140999,1964
270 Broadway,steel,New York City,101.19000244140999,1930
Banyan Tree Plaza,concrete,Honolulu,101.0,1974
The Octavia,concrete,New York City,101.0,1985
W Downtown Atlanta Hotel & Residences,concrete,Atlanta,100.90000152588001,2009
Gold Coast Galleria,concrete,Chicago,100.88999938965,1991
180 Montague Street,concrete,New York City,100.87999725341999,2000
Park East Tower,concrete,St. Louis,100.66000366211,2007
Post Oak,concrete,Houston,100.59999847411999,2014
2 Wall Street,steel,New York City,100.59999847411999,1933
Frick Building,steel,Pittsburgh,100.59999847411999,1902
Suffolk County Courthouse,steel,Boston,100.59999847411999,1939
Cosmopolitan,concrete,Seattle,100.58999633789,2007
525 West Monroe Street,concrete,Chicago,100.58999633789,1983
Charles Center South,steel,Baltimore,100.58999633789,1975
ADA Building,mixed/composite,Chicago,100.58999633789,1965
Montebello,concrete,Houston,100.58000183105,2004
55 Second Street,steel,San Francisco,100.58000183105,2002
150 California Street,steel,San Francisco,100.58000183105,1999
Museum Park Place 2,concrete,Chicago,100.40000152588001,2009
South Shore Beach Apartments,concrete,Chicago,100.30000305176,1965
292 Madison Avenue,steel,New York City,100.30000305176,1923
Two Northside Piers,concrete,New York City,100.2799987793,2009
44 Wall Street,steel,New York City,100.25,1926
840 North Lake Shore Drive,concrete,Chicago,100.18000030518,2004
Michigan Terrace Condominiums,concrete,Chicago,100.0,1963
29-07 Queens Plaza North,concrete,New York City,100.0,2015
The Laurel,concrete,New York City,100.0,2009
Forte Condominiums,concrete,New York City,100.0,2007
LVMH Tower,steel,New York City,100.0,1999
225 Bush Street,steel,San Francisco,100.0,1922
Eighteen Eighty Eight Building,steel,Los Angeles,100.0,1971
1240 North Lake Shore Drive,concrete,Chicago,99.98000335693399,1971
300 West 6th Street,concrete,Austin,99.970001220703,2002
Brickell City Tower,concrete,Miami,99.900001525879,1986
530 North Lake Shore Drive,concrete,Chicago,99.87000274658199,2003
Marquette Place,concrete,Minneapolis,99.800003051758,1985
Audubon Tower,concrete,New York City,99.699996948242,1964
Park Tower,concrete,New York City,99.699996948242,1964
St. Nicholas Tower,concrete,New York City,99.699996948242,1964
Wadsworth Tower,concrete,New York City,99.699996948242,1964
545 8th Avenue,steel,New York City,99.699996948242,1927
The Tower,mixed/composite,Los Angeles,99.699996948242,1988
43 Exchange Place,steel,New York City,99.66999816894501,1903
The Seville,concrete,New York City,99.400001525879,2002
MyBrickell,concrete,Miami,99.400001525879,2014
Daniels & Fisher Tower,steel,Denver,99.099998474121,1910
The Breakers at Edgewater Beach,concrete,Chicago,99.05999755859399,1987
The John Ross Tower,concrete,Portland,99.05999755859399,2007
Mirabella,concrete,Portland,99.05999755859399,2010
The Ardea,concrete,Portland,99.05999755859399,2008
TradeMark,concrete,Charlotte,99.05999755859399,2007
Abington House on the Highline,concrete,New York City,99.0,2014
Fairfield Inn New York/Manhattan Financial District,concrete,New York City,99.0,2015
The Lancaster,concrete,Chicago,98.80999755859399,2005
American Towers Condominiums North Tower,concrete,Salt Lake City,98.76000213623001,1982
American Towers Condominiums South Tower,concrete,Salt Lake City,98.76000213623001,1982
Chrysler House,steel,Detroit,98.599998474121,1913
The Lara,concrete,New York City,98.449996948242,2014
Hunter-Dulin Building,steel,San Francisco,98.25,1926
Harris Bank Addition I,steel,Chicago,98.199996948242,1960
Macy's Addition,steel,New York City,98.150001525879,1924
Americana Towers,concrete,Chicago,98.0,1970
1212 South Michigan,concrete,Chicago,98.0,1982
36 East Seventh Street,concrete,Cincinnati,98.0,1989
McCormack Building,steel,Boston,98.0,1975
River View I,concrete,Chicago,97.98999786376999,2000
1133 North Dearborn,concrete,Chicago,97.889999389648,1988
US Bank Plaza II,concrete,Minneapolis,97.87000274658199,1981
Flagler on the River,concrete,Miami,97.83999633789101,2014
The Avalon Riverview,concrete,New York City,97.83999633789101,2002
Gotham West,concrete,New York City,97.83999633789101,2013
AT&T Building,steel,Indianapolis,97.83999633789101,1932
Liberty Luxe,concrete,New York City,97.540000915527,2011
Westin Michigan Avenue,concrete,Chicago,97.540000915527,1972
Kroger Building,concrete,Cincinnati,97.540000915527,1954
World Trade Center at City Creek,steel,Salt Lake City,97.540000915527,1986
East Hampton,concrete,Jersey City,97.5,1999
Avalon Exeter,steel,Boston,97.5,2014
519 8th Avenue,steel,New York City,97.5,1927
Sayan Condominium,concrete,Sunny Isles Beach,97.25,2006
The Vermont West Tower,concrete,Los Angeles,97.099998474121,2014
London Guarantee Building,steel,Chicago,97.01999664306601,1923
The Riverside,concrete,Jersey City,97.0,1998
United States Realty Building,steel,New York City,97.0,1907
Seattle Tower,steel,Seattle,96.900001525879,1929
Bryant Building,steel,Kansas City,96.900001525879,1931
East Coast Tower II,concrete,New York City,96.319999694824,2008
Prentice Women's Hospital,mixed/composite,Chicago,96.319999694824,2007
One Tequesta Point,concrete,Miami,96.0,1995
Michigan Avenue Tower I,concrete,Chicago,95.76000213623001,2005
505 LaGuardia Place,concrete,New York City,95.699996948242,1966
McCormick Building,steel,Chicago,95.699996948242,1912
Park Plaza Apartments,steel,St. Louis,95.5,1931
AT&T Center,steel,Milwaukee,95.400001525879,1924
777 South State,concrete,Chicago,95.099998474121,1984
550 St. Clair,concrete,Chicago,95.099998474121,2008
Roberts Tower at Mayfair Plaza,concrete,St. Louis,95.099998474121,2010
Hilton Suites Chicago,concrete,Chicago,95.0,1990
4Marq,concrete,Minneapolis,94.790000915527,2015
theWit Hotel,concrete,Chicago,94.790000915527,2009
Capital Center South Tower,concrete,Indianapolis,94.790000915527,1987
Rand Tower,steel,Minneapolis,94.680000305176,1929
Michigan Avenue Tower II,concrete,Chicago,94.66999816894501,2009
West 57th Street by Hilton Club,concrete,New York City,94.5,2009
Kalia Tower,steel,Honolulu,94.5,2001
Skye Building,steel,Charlotte,94.5,2013
3601 Market Street,concrete,Philadelphia,94.300003051758,2015
Omni Hotel CNN Center Expansion,concrete,Atlanta,94.279998779297,2003
Society Hill Towers I,concrete,Philadelphia,94.180000305176,1964
Society Hill Towers II,concrete,Philadelphia,94.180000305176,1964
Society Hill Towers III,concrete,Philadelphia,94.180000305176,1964
1440 Broadway,steel,New York City,94.180000305176,1925
ICON,steel,Philadelphia,94.180000305176,1929
Plymouth Towers Apartments,concrete,New York City,94.0,1977
201 Pearl Street,concrete,New York City,94.0,2009
EnV,concrete,Chicago,94.0,2010
Purves I,concrete,New York City,93.900001525879,2015
James R. Thompson Center,steel,Chicago,93.900001525879,1985
McDonald Investment Center,steel,Cleveland,93.87999725341801,1968
New York Cotton Exchange Building,steel,New York City,93.87999725341801,1924
University of Texas Tower,steel,Austin,93.599998474121,1937
Lever House,steel,New York City,93.569999694824,1952
