name,class,mass,how,year,lat,lon
Hyattville,L6,8911.0,Found,2008,44.338229999999996,-107.67405
Idalia,H,7400.0,Found,1968,39.695,-102.295
Ider,"Iron, IIIAB",140000.0,Found,1957,34.68333,-85.65
Illinois Gulch,"Iron, ungrouped",2500.0,Found,1899,46.68333,-112.55
Imlay,L5,770.0,Found,2009,40.74018,-118.17285
Imperial,H4,4.0,Found,1908,32.86667,-115.58333
Indian Valley,"Iron, IIAB",14100.0,Found,1887,36.93333,-80.5
Indianola,L5,4000.0,Found,1939,40.23333,-100.41667
Ingalls,H6,226.0,Found,1937,37.83333,-100.45
Inman,L/LL3.4,7250.0,Found,1966,38.25,-97.66667
Ioka,L3.5,31500.0,Found,1931,40.25,-110.08333
Iredell,"Iron, IIAB",1500.0,Found,1898,31.96667,-97.86667
Iron Creek,"Iron, IIIAB",175000.0,Found,1869,53.0,-112.0
Iron River,"Iron, IVA",1420.0,Found,1889,46.079440000000005,-88.55972
Isla del Espíritu Santo,L6,869.0,Found,1999,24.51667,-111.36667
Ivanpah,"Iron, IIIAB",58000.0,Found,1880,35.33333,-115.31667
Jackson County,"Iron, IIIAB",450.0,Found,1846,36.41667,-85.5
Jamestown,"Iron, IVA",4000.0,Found,1885,46.61667,-98.5
Jaralito,"Iron, IAB-MG",11138.0,Found,1977,26.265829999999998,-103.885
Jay Bird Springs,Pallasite,292.0,Found,2003,32.133333,-82.983333
Jenkins,"Iron, IAB-MG",55400.0,Found,1946,36.82444,-93.76111
Jenny's Creek,"Iron, IAB-MG",12000.0,Found,1883,37.9,-82.38333
Jerome (Idaho),L,6800.0,Found,1954,42.63333,-114.83333
Jerome (Kansas),L4,29600.0,Found,1894,38.76667,-100.73333000000001
Joe Wright Mountain,"Iron, IIIAB",42600.0,Found,1884,35.76667,-91.5
Johannesburg,H4,63.0,Found,2012,35.37788,-117.63728
Johnson City,L6,10400.0,Found,1937,37.55,-101.68333
Jonah,H5,1304.0,Found,1963,30.625,-97.53333
Jonesboro,"Iron, IVA",30.0,Found,1891,36.3,-82.46667
Juanita de Angeles,H5,85000.0,Found,1992,28.41667,-105.08333
Julesburg,L3.6,57900.0,Found,1983,39.975,-102.26666999999999
Junction,L5,241.0,Found,1932,30.5,-99.83333
Jungo 001,L6,70.7,Found,2007,40.89055,-118.36278
Jungo 002,H6,27.8,Found,2007,40.89805,-118.35388
Jungo 003,H6,29.1,Found,2007,40.95805,-118.35305
Kackley,H4,1368.0,Found,2006,39.71633,-97.8545
Kaffir (a),L5,1874.9,Found,1965,34.623329999999996,-101.91667
Kaffir (b),H4,3500.0,Found,1966,34.67167,-101.815
Kaffir (c),L6,7947.0,Found,1980,34.67167,-101.815
Kaffir (d),L5,26760.0,Found,1981,34.67167,-101.815
Kennard,H5,8200.0,Found,1961,41.48333,-96.16667
Kalkaska,"Iron, IIIAB",9399.0,Found,1947,44.64694,-85.13667
Kalvesta,H4,10000.0,Found,1968,38.08333,-100.25
Kansas City (1903),H5,36000.0,Found,1903,39.1,-94.63333
Kansas State University,H4,301.0,Found,2004,39.27556,-96.25944
Karval,H5,1104.0,Found,1936,38.71667,-103.51666999999999
Kaufman,L5,23000.0,Found,1893,32.58333,-96.41667
Kearney,H5,10000.0,Found,1934,40.68333,-99.06667
Keen Mountain,"Iron, IIAB",6690.0,Found,1950,37.21667,-82.0
Kelly,LL4,44300.0,Found,1937,40.46667,-103.03333
Kendall County,"Iron, IAB-ung",21000.0,Found,1887,29.4,-98.5
Kenna,Ureilite,10900.0,Found,1972,33.9,-103.55333
Kenna (b),L5,453.0,Found,1972,33.70833,-103.76666999999999
Kenton County,"Iron, IIIAB",194000.0,Found,1889,38.81667,-84.6
Keyes,L6,142000.0,Found,1939,36.71667,-102.5
Keystone Lake,L5,787.0,Found,2003,36.28402,-96.43701
Kimble County,H6,153800.0,Found,1918,30.41667,-99.4
King Tut,L5,19.51,Found,1997,35.92333,-114.10167
Kingfisher,L5,8180.0,Found,1950,35.83333,-97.93333
Kingston,"Iron, ungrouped",12900.0,Found,1891,32.9,-107.73333000000001
Kinley,L6,2000.0,Found,1965,52.04667,-107.23333000000001
Kinsella,"Iron, IIIAB",3720.0,Found,1946,53.2,-111.43333
Klamath Falls,"Iron, IIIF",17000.0,Found,1952,42.16667,-121.85
Knowles,"Iron, IIIAB",161000.0,Found,1903,36.9,-100.21667
Kofa,"Iron, IAB-sHH",490.0,Found,1893,33.5,-114.0
Kokomo,"Iron, IVB",1800.0,Found,1862,40.48333,-86.36667
Kossuth,"Iron, IVA",5900.0,Found,1975,40.66667,-84.35
Kramer Creek,L4,2300.0,Found,1966,38.3925,-104.17667
Kress (a),L6,12500.0,Found,1951,34.35833,-101.73
Kress (b),L4,2600.0,Found,1966,34.35833,-101.73
Kress (c),L6,5600.0,Found,1978,34.33833,-101.71667
Kress (d),H5,57.0,Found,1994,34.38333,-101.71667
Krider,H6,2386.0,Found,1978,34.46667,-103.92166999999999
Kumiva Valley,H5,30.15,Found,2001,40.37972,-119.08639
Kyle,L6,7780.0,Found,1965,29.975,-97.86667
La Banderia,LL5,54.3,Found,1986,24.35,-102.16667
La Ciénega,H6,7632.0,Found,2007,30.201859999999996,-111.93587
La Escondida,H5,8.2,Found,1979,24.34167,-102.075
La Esmeralda,L6,483.0,Found,1999,27.066670000000002,-103.43333
La Grange,"Iron, IVA",50800.0,Found,1860,38.4,-85.36667
La Lande,L5,30000.0,Found,1933,34.45,-104.13333
La Luz,H4,4798.0,Found,2005,33.00383,-105.85083
La Porte,"Iron, IIIAB",14540.0,Found,1900,41.6,-86.71667
La Villa,H4,19800.0,Found,1956,26.27167,-97.90167
Lac Dodon,"Iron, IAB complex",800.0,Found,1993,45.95,-73.91667
Ladder Creek,L6,35100.0,Found,1937,38.61667,-101.63333
Lafayette (stone),Martian (nakhlite),800.0,Found,1931,40.41667,-86.88333
Lahoma,L5,21800.0,Found,1963,36.38333,-98.08333
Lake Murray,"Iron, IIAB",270000.0,Found,1933,34.1,-97.0
Laketon,L6,3600.0,Found,1937,35.56667,-100.66667
Lakeview,H4,1238.0,Found,1970,34.53333,-101.7
Lakewood,L6,46500.0,Found,1955,32.62972,-104.35
Lamesa,"Iron, IAB-sLM",16900.0,Found,1981,32.88333,-101.88333
Lamont,Mesosiderite,38690.0,Found,1940,38.07778,-96.02639
Lancaster County,Iron,13000.0,Found,1903,40.66667,-96.75
Landes,"Iron, IAB-MG",69800.0,Found,1930,38.9,-79.18333
Lanton,"Iron, IIIAB",13780.0,Found,1932,36.53333,-91.8
Larned,Aubrite-an,28100.0,Found,1977,38.1995,-99.162
Las Colonas,Howardite,148.0,Found,1994,22.58333,-101.98333000000001
Lasher Creek,Iron,639.5,Found,1948,42.83333,-74.5
Laughlin,H5,10.0,Found,2008,35.16867,-114.455
Laurens County,"Iron, ungrouped",2150.0,Found,1857,34.5,-82.03333
Lawrence,L6,515.0,Found,1928,38.96667,-95.16667
Lazbuddie,LL5,8600.0,Found,1970,34.5,-102.75
Lea County 001,H5,498.0,Found,1988,32.03333,-103.15
Lea County 002,K3,11.0,Found,1988,32.03333,-103.16667
Lea County 003,H4,4.91,Found,1999,32.04333,-103.15333000000001
Leander,L4,760.0,Found,1940,30.6,-97.9
Lemmon,H5,6680.0,Found,1984,45.93333,-102.18333
Leon,H5,30000.0,Found,1943,37.66667,-96.76666999999999
Leoville,CV3,8100.0,Found,1961,39.63333,-100.46722
Leoville (b),OC,2500.0,Found,1969,39.60833,-100.475
Leslie,H5,895.0,Found,1968,34.61139,-100.855
Lewiston,H4,4416.0,Found,1983,34.00833,-103.60278000000001
Lexington County,"Iron, IAB-MG",4760.0,Found,1880,34.0,-81.25
Lick Creek,"Iron, IIAB",1240.0,Found,1879,35.66667,-80.25
Lider (a),L5,2160.0,Found,1972,34.655,-101.64
Lider (b),H5,1800.0,Found,1972,34.655,-101.64
Lime Creek,"Iron, IAB-ung",20000.0,Found,1834,31.55,-87.51666999999999
Lincoln County,L6,4500.0,Found,1937,39.36667,-103.16667
Linville,"Iron, IAB-sHH",442.0,Found,1882,35.86667,-81.91667
Linwood,"Iron, IAB-MG",46000.0,Found,1940,41.43333,-96.96667
Little Ash Creek,L5,21.4,Found,2001,34.38667,-112.02833000000001
Little Harquahala Mountains,H-melt rock,262.2,Found,2006,33.69177,-113.63611999999999
Little River (a),H6,4400.0,Found,1967,38.38333,-98.01666999999999
Little River (b),H4/5,11700.0,Found,1965,38.44,-98.06667
Little Spring Creek,H5,2950.0,Found,1937,37.68333,-105.7
Littlerock,H6,19050.0,Found,1979,34.51667,-117.98333000000001
Livingston (Montana),"Iron, IIIAB",1600.0,Found,1936,45.6,-110.58333
Livingston (Tennessee),"Iron, IAB-ung",235.0,Found,1937,36.41667,-85.25
Llano River,"Iron, IIIAB",4318.0,Found,1975,30.522129999999997,-99.73698
Lockney,L6,824.0,Found,1944,34.15,-101.3
Locust Grove,"Iron, IIAB",10000.0,Found,1857,33.33333,-84.1
Logan,H5,1315.0,Found,1918,36.58333,-100.2
Lombard,"Iron, IIAB",7000.0,Found,1953,46.1,-111.4
Lonaconing,"Iron, IAB-sHL",1400.0,Found,1888,39.41667,-79.15
Lone Island Lake,"Iron, IAB-sLL",4800.0,Found,2005,50.009570000000004,-95.38537
Lone Star,H4,4300.0,Found,1965,34.25972,-101.40833
Lone Tree,H4,20676.0,Found,1971,41.5,-91.47917
Long Island,L6,564000.0,Found,1891,39.93333,-99.6
Loomis,L6,3020.0,Found,1933,40.46667,-99.5
Loop,L6,5600.0,Found,1962,32.9,-102.28333
Loop (b),H,1600.0,Found,1964,32.99167,-102.38833000000001
Loop (c),OC,861.0,Found,1964,32.98333,-102.38833000000001
Lorenzo,L5,611.9,Found,1941,41.03333,-102.88333
Loreto,"Iron, IIIAB",94800.0,Found,1896,26.01667,-111.36667
Los Lunas,H4,94.5,Found,1978,34.8125,-106.79167
Los Reyes,"Iron, IIIAB",19500.0,Found,1897,19.26667,-97.28333
Lost Creek,H3.8,4018.0,Found,1916,39.12417,-98.16778000000001
Lost Draw,OC,309.0,Found,1980,33.28944,-102.54306
Lost Lake,L6,11.0,Found,1931,37.65,-105.73333000000001
Losttown,"Iron, IID",3000.0,Found,1868,34.25,-84.5
Lubbock,L5,1457.8,Found,1938,33.6,-101.73333000000001
Lucerne Valley 001,L6,15.8,Found,1963,34.5,-116.95
Lucerne Valley 002,LL4,5.8,Found,1963,34.5,-116.95
Lucerne Valley 003,H6,7.5,Found,1963,34.5,-116.95
Lucerne Valley 004,L6,37.4,Found,1963,34.5,-116.95
Lucerne Valley 005,L6,3.1,Found,1963,34.5,-116.95
Lucerne Valley 006,H4,26.9,Found,1963,34.5,-116.95
Lucerne Valley 007,OC,4.8,Found,1963,34.5,-116.95
Lucerne Valley 008,H4,2.0,Found,1964,34.5,-116.95
Lucerne Valley 009,H4,3.0,Found,1965,34.5,-116.95
Lucerne Valley 010,H4,6.4,Found,1965,34.5,-116.95
Lucerne Valley 011,L6,3.8,Found,1968,34.5,-116.95
Lucerne Valley 012,H6,1.2,Found,1968,34.5,-116.95
Lucerne Valley 013,L5,14.0,Found,1992,34.5,-116.95
Lucerne Valley 014,L5,3.4,Found,1998,34.501329999999996,-116.96467
Lucerne Valley 015,LL6,12.5,Found,1998,34.5095,-116.95583
Lucerne Valley 016,L5,4.1,Found,1998,34.5125,-116.95083000000001
Lucerne Valley 017,L6,12.8,Found,1999,34.5,-116.95
Lucerne Valley 018,H6,0.97,Found,2002,34.48793,-116.9488
Lucerne Valley 019,L6,3.91,Found,2002,34.48868,-116.94985
Lucerne Valley 020,H6,18.4,Found,2002,34.4918,-116.943
Lucerne Valley 021,H6,3.92,Found,2002,34.493120000000005,-116.94662
Lucerne Valley 022,LL4,16.49,Found,2002,34.49058,-116.95031999999999
Lucerne Valley 023,L6,7.56,Found,2002,34.49095,-116.95038000000001
Lucerne Valley 024,L6,2.71,Found,2003,34.49553,-116.9471
Lucerne Valley 025,H4,21.0,Found,2003,34.510870000000004,-116.93545
Lucerne Valley 026,L5,5.6,Found,2003,34.5001,-116.94216999999999
Lucerne Valley 027,L6,3.1,Found,2003,34.48715,-116.95336999999999
Lucerne Valley 028,CK4,3.0,Found,2003,34.4875,-116.95567
Lucerne Valley 029,CK4,10.1,Found,2003,34.487,-116.956
Lucerne Valley 030,CK4,4.12,Found,2004,34.48708,-116.95796999999999
Lucerne Valley 031,CK4,3.22,Found,2004,34.4871,-116.9578
Lucerne Valley 032,CK4,11.87,Found,2004,34.49015,-116.94985
Lucerne Valley 035,CK4,0.92,Found,2004,34.4868,-116.95837
Lucerne Valley 036,CK4,2.48,Found,2004,34.48793,-116.95638000000001
Lucerne Valley 037,CK4,0.9,Found,2004,34.48887,-116.95223
Lucerne Valley 040,L6,5.21,Found,2004,34.4921,-116.94308000000001
Lucerne Valley 041,L6,0.84,Found,2004,34.48975,-116.94277
Lucerne Valley 042,L6,2.17,Found,2004,34.48595,-116.9637
Lucerne Valley 043,L4,1.75,Found,2004,34.48457,-116.96255
Lucerne Valley 044,L6,106.22,Found,2004,34.48413,-116.96083
Lucerne Valley 045,L6,38.56,Found,2004,34.487,-116.96512
Lucerne Valley 046,L6,10.32,Found,2004,34.48742,-116.9735
Lucerne Valley 047,L6,30.43,Found,2004,34.486129999999996,-116.9739
Lucerne Valley 048,H4,2.29,Found,2004,34.486670000000004,-116.95833
Lucerne Valley 049,L6,9.2,Found,2004,34.48472,-116.96106999999999
Lucerne Valley 050,H4,6.85,Found,2005,34.48728,-116.95833
Lucerne Valley 051,L5,6.0,Found,2003,34.525,-116.95333000000001
Lucerne Valley 057,L6,13.15,Found,2005,34.486,-116.97275
Lucerne Valley 058,L6,0.85,Found,2006,34.51092,-116.93961999999999
Lucerne Valley 089,L5,2.6,Found,2007,34.48972,-116.98128
Lucerne Valley 090,L5,30.7,Found,2007,34.48823,-116.97797
Lucerne Valley 091,H4,12.7,Found,2007,34.48075,-116.9788
Lucerne Valley 092,H5,0.6,Found,2007,34.48148,-116.95325
Lucerne Valley 093,L6,3.93,Found,2007,34.4887,-116.9788
Lucerne Valley 094,CK5,3.5,Found,2008,34.487120000000004,-116.96146999999999
Lucerne Valley 095,CK5,1.1,Found,2008,34.48657,-116.9592
Lucerne Valley 096,L5,7.3,Found,2008,34.48662,-116.9564
Lucerne Valley 097,CK4,6.5,Found,2008,34.48565,-116.95673000000001
Lucerne Valley 098,CK4,1.5,Found,2008,34.48703,-116.95595
Lucerne Valley 099,CK5,3.2,Found,2008,34.48733,-116.96055
Lucerne Valley 100,CK5,0.8,Found,2008,34.48738,-116.96065
Lucerne Valley 101,CK4,4.0,Found,2008,34.48598,-116.95593000000001
Lucerne Valley 120,L6,43.1,Found,2010,34.48388,-116.9501
Lucky Hill,"Iron, IIIAB",20500.0,Found,1885,17.9,-77.63333
Lueders,"Iron, IAB-MG",35400.0,Found,1973,32.83611,-99.60417
Luis Lopez,"Iron, IIIAB",7000.0,Found,1896,34.0,-106.96667
Lunar Dry Lake,L5,32.5,Found,2003,38.39918,-115.9967
Luray,OC,861.0,Found,1976,39.11667,-98.68333
Lushton,L6,6700.0,Found,1914,40.74972,-97.74972
Lusk,Iron,46.0,Found,1940,42.76667,-104.35
Macy,L6,42000.0,Found,1984,34.21667,-103.91667
Madoc,"Iron, IIIAB",168000.0,Found,1854,44.5,-77.46667
Majuba,L5,370.0,Found,1999,40.6265,-118.41033
Majuba 002,H4,2420.0,Found,2003,40.62832,-118.4167
Majuba 003,H4,1306.0,Found,2003,40.63078,-118.40918
Majuba 007,H4,1823.3,Found,2007,40.61667,-118.38472
Mandalay Spring,L6,2854.0,Found,2012,40.89201,-118.55318999999999
Mangum,H4,750.0,Found,2008,34.849,-99.704
Manitouwabing,"Iron, IIIAB",39000.0,Found,1962,45.44,-79.87556
Mapleton,"Iron, IIIAB",49000.0,Found,1939,42.18333,-95.71667
Marengo,L6,68.0,Found,1991,42.291109999999996,-88.62556
Maricopa,H,50.0,Found,1980,33.25,-112.05
Marion (Kansas),L5,2890.0,Found,1955,38.36667,-97.03333
Marlow,L5,68000.0,Found,1936,34.6,-97.91667
Marshall County,"Iron, IIIAB",6800.0,Found,1860,37.0,-88.25
Marsland,H5,6850.0,Found,1933,42.45,-103.3
Mart,"Iron, IVA",7140.0,Found,1898,31.5,-96.88333
Mayday,H4,6900.0,Found,1955,39.47444,-96.925
Mayerthorpe,"Iron, IAB complex",12610.0,Found,1964,53.775,-115.03333
Mayfield,H4,38400.0,Found,1972,37.30833,-97.545
Mayodan,"Iron, IIAB",15400.0,Found,1920,36.38333,-79.86667
McAddo,L6,1100.0,Found,1935,33.75,-100.93333
McCook,L6,3602.0,Found,1965,40.02,-100.78333
McCracken,H4/5,1530.0,Found,1980,38.525,-99.81
McKenzie Draw (a),H4,11800.0,Found,1989,32.925,-102.625
McKenzie Draw (b),H4,2990.0,Found,1989,32.925,-102.625
McKinney,L4,150000.0,Found,1870,33.18333,-96.71667
McLean,H6,4300.0,Found,1939,35.23333,-100.6
Meadow (a),H5,1495.0,Found,1975,33.33139,-102.26889
Meadow (b),L6,691.0,Found,1981,33.33139,-102.26889
Melrose (a),L5,36400.0,Found,1933,34.38333,-103.61667
Melrose (b),Howardite,50.5,Found,1971,34.39833,-103.605
Melvern Lake,H5,7746.0,Found,1950,38.525,-95.78056
Mereta,H4,1417.5,Found,1941,31.426109999999998,-100.13333
Mertzon,"Iron, IAB-ung",3720.0,Found,1943,31.26667,-100.83333
Mesa Verde Park,"Iron, IAB-ung",3500.0,Found,1922,37.16667,-108.5
Miami,H5,57700.0,Found,1930,35.66667,-100.6
Midland,Iron,34.0,Found,1960,44.75,-79.88333
Millarville,"Iron, IVA",15636.0,Found,1977,50.79722,-114.30944
Millen,H4,40800.0,Found,1975,32.83528,-81.87389
Miller (Kansas),H4,970.0,Found,1950,38.625,-96.02278000000001
Mills,H6,88000.0,Found,1970,36.23,-104.11889000000001
Milnesand (stone),L6,34.0,Found,1981,33.63333,-103.33333
Milton,"Pallasite, ungrouped",2040.0,Found,2000,40.2875,-95.37666999999999
Mincy,Mesosiderite-B4,89400.0,Found,1857,36.55,-93.1
Mission,L,12000.0,Found,1949,43.31667,-100.76666999999999
Misteca,"Iron, ungrouped",10000.0,Found,1804,16.8,-97.1
Moapa Valley,CM1,698.8,Found,2004,36.55722,-114.42693999999999
Moctezuma,"Iron, IAB-sLL",1700.0,Found,1889,29.8,-109.66667
Modoc (1948),H6,1800.0,Found,1948,38.5,-101.1
Mohawk,"Iron, IAB complex",586.0,Found,2000,32.73,-113.71
Monahans (1938),"Iron, IIF",27900.0,Found,1938,31.48333,-102.88333
Monticello,Howardite,210.0,Found,1982,36.95,-84.9
Monument Draw,Acapulcoite,524.5,Found,1985,32.50333,-102.74333
Moriarty,L,330.0,Found,1975,34.98333,-106.05
Morito,"Iron, IIIAB",10100000.0,Found,1600,27.05,-105.43333
Morland,H6,295000.0,Found,1890,39.33333,-100.06667
Morrill,"Iron, IAB-an",1387.0,Found,1920,42.18333,-103.93333
Morristown,Mesosiderite-A3,16300.0,Found,1887,36.2,-83.38333
Morrow County,L6,18200.0,Found,1999,45.5,-119.5
Morton,H6,6400.0,Found,1980,33.71667,-102.76666999999999
Mosca,L6,6220.0,Found,1942,37.63333,-105.83333
Mosquero,H4,1800.0,Found,1963,35.75,-103.93333
Mount Joy,"Iron, IIAB",384000.0,Found,1887,39.78333,-77.21667
Mount Morris (New York),H,12.5,Found,1897,42.7,-77.88333
Mount Morris (Wisconsin),"Iron, IAB-an",676.0,Found,1937,44.0,-89.25
Mount Ouray,"Iron, IID",900.0,Found,1898,38.41667,-106.21667
Mount Vernon,"Pallasite, PMG",159000.0,Found,1868,36.93333,-87.4
Mud Dry Lake,H3,18255.0,Found,2002,37.8594,-117.02096999999999
Mulberry Draw,L5,9716.0,Found,1963,35.63333,-100.13333
Muleshoe,H4/6,3600.0,Found,1972,34.12167,-102.695
Murfreesboro,"Iron, ungrouped",8600.0,Found,1847,35.83333,-86.41667
Muroc,L,18.4,Found,1936,34.91667,-117.83333
Muroc Dry Lake,L6,223.0,Found,1936,34.91667,-117.83333
Murphy,"Iron, IIAB",7700.0,Found,1899,35.1,-84.03333
Myersville,OC,5397.0,Found,1969,28.95,-97.40278
Naruna (a),H4,672.3,Found,1935,30.95,-98.26666999999999
Naruna (b),H4,513.3,Found,1942,30.95,-98.28333
Nashville (iron),Iron,18000.0,Found,1934,35.96667,-77.96667
Nashville (stone),L6,25000.0,Found,1939,37.45,-98.41667
Navajo,"Iron, IIAB",2184000.0,Found,1921,35.33333,-109.5
Naviska,"Iron, IAB complex",147.0,Found,2004,32.5,-111.28
Nazareth (a),L6,44.0,Found,1938,34.5,-102.25
Nazareth (b),L6,3600.0,Found,1967,34.5,-102.25
Nazareth (c),H5,222.0,Found,1970,34.58333,-102.08333
Nazareth (d),H6,1500.0,Found,1968,34.58333,-102.08333
Nazareth (e),H6,13100.0,Found,1977,34.58333,-102.05
Nazareth (iron),"Iron, IIIAB",11310.0,Found,1968,34.52667,-102.105
Needles,"Iron, IID",45300.0,Found,1962,34.44417,-114.8325
Needmore,OC,1793.0,Found,1976,34.04472,-102.79916999999999
Neenach,L6,13800.0,Found,1948,34.8,-118.5
Nelson County,"Iron, IIIF",73030.0,Found,1856,37.75,-85.5
Ness County (1894),L6,82000.0,Found,1894,38.5,-99.6
Ness County (1938),H4,652.0,Found,1938,38.48333,-99.91667
New Almelo,L5,8000.0,Found,1917,39.66667,-100.0
New Baltimore,"Iron, ungrouped",20000.0,Found,1922,40.0,-78.85
New Deal,H6,266.0,Found,2010,33.721,-101.8389
New Leipzig,"Iron, IAB-MG",20000.0,Found,1936,46.36667,-101.95
New Lynn,L6,800.0,Found,1986,33.17,-101.63833000000001
New Mexico,Iron,130.0,Found,1935,34.5,-107.0
New Moore (a),OC,100.3,Found,1972,33.11667,-102.11667
New Moore (b),OC,200.0,Found,1975,33.11833,-102.11333
New Raymer,LL4,3400.0,Found,1995,40.62583,-103.84033000000001
New Westville,"Iron, IVA",4800.0,Found,1941,39.8,-84.81667
Newport,"Pallasite, PMG",5600.0,Found,1923,35.6,-91.26666999999999
Newsom,L6,892.0,Found,1939,37.6,-105.83333
Niagara,"Iron, IAB-sLL",115.0,Found,1879,48.0,-97.93333
Norcateur,L6,3200.0,Found,1940,39.81667,-100.2
Nordheim,"Iron, ungrouped",15150.0,Found,1932,28.866670000000003,-97.61667
Norfolk,"Iron, IIIAB",23000.0,Found,1907,36.9,-76.3
Norristown,"Iron, IIIAB",4200.0,Found,1965,32.51667,-82.55
Northampton,Iron,353.0,Found,1963,42.31667,-72.63333
Northbranch,H5,76000.0,Found,1972,39.99167,-98.34167
Nuevo Laredo,Eucrite-mmict,500.0,Found,1950,27.5,-99.5
Ocate,"Iron, IAB-MG",6400.0,Found,1986,36.29533,-105.04833
Oakley (iron),"Iron, IIIF",111000.0,Found,1926,42.33333,-113.7
Oakley (stone),H6,27700.0,Found,1895,38.95,-101.01666999999999
Oasis State Park,OC,606.0,Found,1968,34.22833,-103.35833000000001
Oberlin,LL5,2500.0,Found,1911,39.8,-100.51666999999999
Ocotillo,"Iron, IAB-MG",28570.0,Found,1990,32.83333,-116.06667
Octave Mine,H5,1304.2,Found,2004,34.13228,-112.70225
Odessa (iron),"Iron, IAB-MG",1600000.0,Found,1922,31.71667,-102.4
O'Donnell,H5,12700.0,Found,1992,32.91217,-101.91866999999999
Ogallala,"Iron, IAB-sLL",3300.0,Found,1918,41.16667,-101.66667
Okechobee,L4,1000.0,Found,1916,26.683329999999998,-80.8
Oktibbeha County,"Iron, IAB-ung",156.0,Found,1854,33.5,-89.0
Old Dominion Mine,H4,42.0,Found,2000,34.85958,-116.22113
Old Woman,"Iron, IIAB",2753000.0,Found,1976,34.46667,-115.23333000000001
Oldman Mountain,H5,198.96,Found,2008,33.67248,-114.2917
Oliver,L6,6690.0,Found,1984,41.2,-103.68333
Olton,H3.5,953.0,Found,1948,34.16722,-102.13361
Oro Grande,H5,513.0,Found,1971,32.37167,-106.25833
Oroville,"Iron, IIIAB",24500.0,Found,1893,39.68333,-121.63333
Oscuro Mountains,"Iron, IAB-MG",3600.0,Found,1895,33.63333,-106.38333
Oshkosh,H,144.8,Found,1961,44.07694,-88.56278
Osseo,"Iron, IAB complex",46300.0,Found,1931,47.63333,-80.08333
Otinapa,"Pallasite, PMG",8400.0,Found,1986,24.183329999999998,-105.03333
Otis,L6,2600.0,Found,1940,38.53333,-99.05
Otto,H5,28.0,Found,1970,35.16667,-105.98333000000001
Overland Park,H4,1374.0,Found,1998,38.96667,-94.66667
Ovid,H6,6169.0,Found,1939,40.96667,-102.4
Ovid (b),H5,860.0,Found,1943,40.75833,-102.375
Owasco,L6,168400.0,Found,1984,41.2,-103.68333
Owens Valley,"Iron, IIIAB",192800.0,Found,1913,37.46667,-118.0
Oxford,H5,6000.0,Found,1985,40.16667,-99.66667
Ozona,H6,127500.0,Found,1929,30.73333,-101.3
Page City,"Iron, IVA",13630.0,Found,1980,39.16667,-101.28333
Palmersville,H5,9979.0,Found,1908,36.4665,-88.60283000000001
Palo Blanco Creek,Eucrite-mmict,1482.0,Found,1954,36.5,-104.5
Palo Verde Mine,L6,9158.0,Found,2004,34.71457,-114.19142
Paloduro,"Iron, IIIE",3000.0,Found,1935,34.9,-101.21667
Panhandle,H5,1360.0,Found,1969,35.33333,-101.38333
Park,L6,13000.0,Found,1969,39.11,-100.36166999999999
Parma Canyon,Iron,2150.0,Found,1940,43.8,-117.0
Patricia,H5,14900.0,Found,1983,32.5,-102.03333
Paulding County,Iron,725.0,Found,1901,34.0,-84.8
Paymaster Mine,L5,159.0,Found,2004,33.18667,-114.91783000000001
Payson,L6,1728.0,Found,2001,34.23333,-111.4
Peck's Spring,L5,1600.0,Found,1926,32.0,-102.0
Pedernales,"Iron, IAB complex",691.0,Found,1980,30.33333,-98.95
Peetz,L6,11500.0,Found,1937,40.95,-103.08333
Pelona Mountain,H5,618.0,Found,1999,33.66667,-108.1
Penokee,H5,3580.0,Found,1947,39.35,-99.91667
Penouille,"Iron, IAB complex",72.54,Found,1984,48.85,-64.43333
Pep,OC,591.0,Found,1966,33.73,-102.57667
Perryton,LL6,2114.0,Found,1975,36.35333,-100.73167
Perryville,"Iron, IIC",17500.0,Found,1906,37.73333,-89.85
Persimmon Creek,"Iron, IAB-sLM",5000.0,Found,1893,35.05,-84.23333000000001
Phillips County (pallasite),"Pallasite, PMG-an",1360.0,Found,1935,40.45,-102.38333
Picacho,"Iron, IIIAB",22000.0,Found,1952,33.2,-105.0
Pickens County,H6,400.0,Found,1908,34.5,-84.5
Pierceville (iron),"Iron, IIIAB",100000.0,Found,1917,37.86667,-100.66667
Pierceville (stone),L6,2125.0,Found,1939,37.86667,-100.66667
Pima County,"Iron, IIAB",210.0,Found,1947,32.2,-111.0
Pine Bluffs,H,2700.0,Found,1935,41.18333,-104.06667
Pine River,"Iron, IAB-sLL",3600.0,Found,1931,44.21667,-89.1
Piñon,"Iron, ungrouped",17850.0,Found,1928,32.66667,-105.1
Pinto Mountains,L6,17900.0,Found,1954,34.0,-115.78333
Pipe Creek,H6,13600.0,Found,1887,29.683329999999998,-98.91667
Pittsburg,"Iron, IAB-MG",600.0,Found,1850,40.43333,-80.0
Plains,H5,34300.0,Found,1964,33.28333,-102.76666999999999
Plains (d),H4,280.0,Found,1991,33.26667,-102.9
Plainview (1917),H5,700000.0,Found,1917,34.11667,-101.78333
Plainview (1950),H,2200.0,Found,1950,34.11667,-101.78333
Plainview (c),OC,631.0,Found,1963,34.125,-101.75667
Plainview (d),L6,700.0,Found,1979,34.1875,-101.70416999999999
