company,ceo,party,amount
Global Partners LP,Thomas Hollister,200,2000.0
Goldman Sachs Group,Debora Spar,100,550.0
Goldman Sachs Group,Gary Cohn,100,22300.0
Goldman Sachs Group,Gary Cohn,200,75000.0
Goldman Sachs Group,James Hamilton,100,110.0
Goldman Sachs Group,James Johnson,100,180990.73
Goldman Sachs Group,James Schiro,200,1000.0
Goldman Sachs Group,James a Johnson,100,6000.0
Goldman Sachs Group,Jim Johnson,100,2500.0
Goldman Sachs Group,Lakshmi Mittal,100,200.0
Goldman Sachs Group,Michael Hoffman,200,420.0
Goldman Sachs Group,Stephen Friedman,100,9000.0
Goldman Sachs Group,Stephen Friedman,200,202600.0
Goldman Sachs Group,William George,100,2500.0
Goodrich,Alfred Rankin,200,234150.0
Goodrich,Alfred m Rankin,200,2500.0
Goodrich,Carolyn Corvi,100,1252.0
Goodrich,Harris Deloach,100,2250.0
Goodrich,Harris Deloach,200,6000.0
Goodrich,James Griffith,100,250.0
Goodrich,James Griffith,200,229400.0
Goodrich,James w Griffith,200,7500.0
Goodyear Tire & Rubber Co,Michael Wessel,100,23750.0
Goodyear Tire & Rubber Co,Richard Kramer,100,1500.0
Goodyear Tire & Rubber Co,Richard Kramer,200,500.0
Graybar Electric Co,Lawrence Giglio,200,1650.0
Graybar Electric Co,Robert Reynolds,200,10650.0
Great Atlantic & Pacific Tea,Christian Haub,100,26800.0
Great Atlantic & Pacific Tea,Christian Haub,200,20000.0
Great Atlantic & Pacific Tea,Edward Lewis,100,118085.0
Great Atlantic & Pacific Tea,John Barline,100,1250.0
Great Atlantic & Pacific Tea,Thomas Casey,100,3500.0
Group 1 Automotive,Earl Hesterberg,200,2500.0
Group 1 Automotive,Louis Lataif,200,7500.0
Group 1 Automotive,Louis e Lataif,200,500.0
Group 1 Automotive,Max Watson,200,5000.0
Guardial Life Insurance Company of America,Deborah Duncan,100,4800.0
Guardial Life Insurance Company of America,James Daley,100,65.0
Guardial Life Insurance Company of America,James Daley,200,9150.0
Guardial Life Insurance Company of America,Stephen Squere,100,1000.0
Guardial Life Insurance Company of America,Stephen Squere,200,2000.0
Guardian Life Insurance Company of America,Deanna Mulligan,100,6000.0
Guardian Life Insurance Company of America,Deanna Mulligan,200,2500.0
Guardian Life Insurance Company of America,Donald Waite,200,1000.0
Guardian Life Insurance Company of America,Jack Brennan,200,500.0
Guardian Life Insurance Company of America,John Brennan,100,49320.0
Guardian Life Insurance Company of America,John Brennan,200,56025.0
Guardian Life Insurance Company of America,John Brennon,100,200.0
Guardian Life Insurance Company of America,Joseph Brennan,100,125.0
Guardian Life Insurance Company of America,Paul Guenther,100,53850.0
Guardian Life Insurance Company of America,Paul Guenther,200,1500.0
Guardian Life Insurance Company of America,Richard Cavanagh,100,1100.0
Guardian Life Insurance Company of America,Robert Broatch,100,3000.0
Guardian Life Insurance Company of America,Robert Broatch,200,4605.0
HCA Holdings Inc,Bill Frist,200,17500.0
HCA Holdings Inc,Chris Gordon,100,9900.0
HCA Holdings Inc,Chris Gordon,200,31000.0
HCA Holdings Inc,Geoffrey Meyers,200,9250.0
HCA Holdings Inc,Jay Light,200,1000.0
HCA Holdings Inc,Jeffrey Light,100,1000.0
HCA Holdings Inc,Michael Michelson,100,2300.0
HCA Holdings Inc,Michael Michelson,200,144750.0
HCA Holdings Inc,Milton Johnson,200,2500.0
HCA Holdings Inc,R Johnson,200,3500.0
HCA Holdings Inc,R milton Johnson,100,1000.0
HCA Holdings Inc,R milton Johnson,200,4100.0
HCA Holdings Inc,Richard Bracken,200,11100.0
HCA Holdings Inc,Stephen Pagliuca,100,150000.0
HCA Holdings Inc,Stephen Pagliuca,200,100.0
HCA Holdings Inc,Steve Pagliuca,100,7500.0
HCA Holdings Inc,Steve Pagliuca,200,5000.0
HCA Holdings Inc,Thomas Frist,100,2400.0
HCA Holdings Inc,Thomas Frist,200,15000.0
HCA Holdings Inc,Wayne Riley,100,9900.0
HCA Holdings Inc,Wayne Riley,200,1250.0
HCA Holdings Inc,William Frist,200,30200.0
HJ Heinz Co,Charles Bunch,100,1000.0
HJ Heinz Co,Charles Bunch,200,19400.0
HJ Heinz Co,Nelson Peltz,100,3000.0
HJ Heinz Co,Nelson Peltz,200,152950.0
HJ Heinz Co,Thomas Usher,200,51000.0
Halliburton Co,Allen Marin,200,300.0
Halliburton Co,Allen Martin,200,8050.0
Halliburton Co,Debra Reed,100,2198.08
Halliburton Co,Debra Reed,200,1000.0
Halliburton Co,J Martin,200,85500.0
Halliburton Co,J allen Martin,200,65646.51
Halliburton Co,J landis Martin,200,132600.0
Halliburton Co,J stephen Martin,100,9000.0
Halliburton Co,Jallen Martin,200,500.0
Halliburton Co,James Martin,200,5000.0
Halliburton Co,Landis Martin,100,2100.0
Halliburton Co,Landis Martin,200,27550.0
"Harley-Davidson, Inc",Barry Allen,200,5700.0
"Harley-Davidson, Inc",Geoge Conrades,200,500.0
"Harley-Davidson, Inc",Geord Conrades,200,5000.0
"Harley-Davidson, Inc",George & patrica Conrades,200,250.0
"Harley-Davidson, Inc",George Comrades,200,2000.0
"Harley-Davidson, Inc",George Conrades,200,329100.0
"Harley-Davidson, Inc",George Conrads,200,2400.0
"Harley-Davidson, Inc",Martha Brooks,100,4600.0
"Harley-Davidson, Inc",Richard Beattie,100,34650.0
Harris,Terry Growcock,200,1000.0
Hartford Financial Services Group,H Swygert,100,1000.0
Hartford Financial Services Group,Haywood Swygert,100,500.0
Hartford Financial Services Group,Kathryn Mikells,100,2000.0
Hartford Financial Services Group,Liam Mcgee,100,3000.0
Hartford Financial Services Group,Paul Kirk,100,37050.0
Hartford Financial Services Group,Trevor Fetter,100,27000.0
Hartford Financial Services Group,Trevor Fetter,200,5000.0
Health Management Associates,Gary Newsome,200,116839.25
Health Management Associates,Kent Dauten,100,9200.0
Health Management Associates,Kent Dauten,200,66700.0
Health Management Associates,Pascal Goldschmidt,100,600.0
Health Management Associates,Pascal Goldschmidt,200,4500.0
Health Management Associates,Pascual Goldschmidt,200,500.0
Health Management Associates,Robert Knox,100,2400.0
Health Management Associates,Robert Knox,200,37500.0
Health Management Associates,William Schoen,200,159000.0
Health Management Associates,William Steere,100,2500.0
Health Management Associates,William Steere,200,212450.0
Health Net Inc,Jay Gellert,100,64900.0
Health Net Inc,Jay Gellert,200,42654.58
Health Net Inc,Jay m Gellert,100,2500.0
Health Net Inc,Roger Greaves,200,8000.0
Health Net Inc,Vicki Escarra,100,1000.0
Henry Schein,Barry Alperin,100,36800.0
Henry Schein,James Breslawski,100,5500.0
Henry Schein,Karyn Mashima,100,5574.799999999998
Henry Schein,Marion Bergman,100,45625.0
Henry Schein,Marion Berman,100,1000.0
Henry Schein,Mark Mlotek,100,8025.0
Henry Schein,Norman Matthews,100,3500.0
Henry Schein,Norman Matthews,200,5000.0
Henry Schein,Stanley Bergman,100,46925.0
Henry Schein,Stanley Bergman,200,1000.0
Hershey,Charles Davis,200,2650.0
Hershey,David Shedlarz,200,1500.0
Hershey,James Mead,100,7750.0
Hershey,James Nevels,100,10250.0
Hershey,James Nevels,200,14400.0
Hershey,James Nievels,200,1000.0
Hertz Global Holdings,Angel Morales,200,1000.0
Hertz Global Holdings,Barry Beracha,200,46600.0
Hertz Global Holdings,Brian Bernasek,200,5000.0
Hertz Global Holdings,Carl Berquist,100,2000.0
Hertz Global Holdings,Carl Berquist,200,28150.0
Hertz Global Holdings,David Wasserman,200,8500.0
Hertz Global Holdings,Henry Wolf,100,2500.0
Hertz Global Holdings,Henry Wolf,200,18450.0
Hertz Global Holdings,Linda Levinson,100,500.0
Hess Corp,Craig Matthews,100,500.0
Hess Corp,Ernst Vonmetzsch,200,500.0
Hess Corp,F Walker,200,5000.0
Hess Corp,F borden Walker,200,76300.0
Hess Corp,Frank Walker,200,4900.0
Hess Corp,Greg Hill,200,4800.0
Hess Corp,John & susan Mullin,200,1000.0
Hess Corp,John Mullin,100,2400.0
Hess Corp,John Mullin,200,1000.0
Hess Corp,Michele Walker,200,2500.0
Hess Corp,Nicholas Brady,200,93500.0
Hess Corp,Robert Wilson,200,2500.0
Hess Corp,Samuel Bodman,200,196410.0
Hess Corp,Thomas Kean,200,72100.0
Hess Corp,Tom Kean,200,9200.0
Hewlett-Packard Co,Ann Livermore,100,1000.0
Hewlett-Packard Co,Ann Livermore,200,39800.0
Hewlett-Packard Co,G kennedy Thompson,100,2000.0
Hewlett-Packard Co,G kennedy Thompson,200,10000.0
Hewlett-Packard Co,Margaret Whitman,200,125273206.11
Hewlett-Packard Co,Margaret c Whitman,200,2500.0
Hewlett-Packard Co,Meg Whitman,200,15000.0
Hewlett-Packard Co,Rajiv Gupta,100,4900.0
Hewlett-Packard Co,Rajiv Gupta,200,2500.0
Hewlett-Packard Co,Ralph Whitworth,200,7000.0
Hewlett-Packard Co,Ray Lane,100,7400.0
Hewlett-Packard Co,Ray Lane,200,41900.0
Hewlett-Packard Co,Raymond Lane,100,12200.0
Hewlett-Packard Co,Raymond Lane,200,1000.0
Hillshire Brands Co,Jeff Ubben,100,30800.0
Hillshire Brands Co,Jeffrey Ubben,100,105400.0
Hollyfrontier Corporation,Buford Berry,200,1000.0
Hollyfrontier Corporation,Franklin Myers,200,12500.0
Hollyfrontier Corporation,Matthews Clifton,100,25.0
Hollyfrontier Corporation,Michael Jennings,100,1250.0
Hollyfrontier Corporation,Michael Jennings,200,2050.0
Hollyfrontier Corporation,Michael Rose,200,1000.0
Hollyfrontier Corporation,Robert & marilyn Kostelnik,200,1500.0
Hollyfrontier Corporation,Robert Kostelnik,200,500.0
Hollyfrontier Corporation,Tommy Valenta,200,7500.0
Home Depot Inc,Ari Bousbib,100,2400.0
Home Depot Inc,Ari Bousbib,200,5000.0
Home Depot Inc,Francis Blake,200,50.0
Home Depot Inc,J Brown,200,10000.0
Home Depot Inc,Karen Katen,100,11500.0
Home Depot Inc,Karen Katen,200,6800.0
Home Depot Inc,Ronald Sargent,100,250.0
Home Depot Inc,Ronald Sargent,200,55500.0
Honeywell International Inc,Gordon Bethune,100,1359.0
Honeywell International Inc,Judd Gregg,200,2200.0
Hormel Foods,Elsa Murano,200,500.0
Hormel Foods,Glenn Forbes,100,3750.0
Hormel Foods,Jeff Ettinger,200,5000.0
Hormel Foods,Jeffery Ettinger,200,500.0
Hormel Foods,Jeffrey Ettinger,100,4500.0
Hormel Foods,John Morrison,100,250.0
Hormel Foods,John Morrison,200,1000.0
Hormel Foods,Stephen Lacy,200,6250.0
Hormel Foods,Sue Marvin,200,2000.0
Hormel Foods,Susan Marvin,100,250.0
Hormel Foods,Susan Marvin,200,11000.0
Hormel Foods,Susan Nestegard,200,250.0
Host Hotels & Resorts Inc,Edward Walter,100,5000.0
Host Hotels & Resorts Inc,Edward Walter,200,2500.0
Host Hotels & Resorts Inc,Gordon Smith,200,88000.0
Host Hotels & Resorts Inc,Richard Marriott,100,2000.0
Host Hotels & Resorts Inc,Richard Marriott,200,155176.14
Host Hotels & Resorts Inc,Terence Golden,100,1000.0
Host Hotels & Resorts Inc,W Walter,200,23500.0
Host Hotels & Resorts Inc,W edward Walter,100,5000.0
Host Hotels & Resorts Inc,W edward Walter,200,3500.0
Host Hotels & Resorts Inc,Walter Rakowich,100,2050.0
Host Hotels & Resorts Inc,Walter Rakowich,200,6925.0
Humana Inc,Daniel Jones,100,6000.0
Humana Inc,David Nash,100,250.0
Humana Inc,Frank Damelio,200,2000.0
Humana Inc,Kurt Hilzinger,200,2500.0
Huntsman Corp,Dana Reaud,100,61600.0
Huntsman Corp,Dana Reaud,200,5000.0
Huntsman Corp,M Burns,200,2500.0
Huntsman Corp,Mary Beckerle,100,2000.0
Huntsman Corp,Mary Beckerle,200,2500.0
Huntsman Corp,Mitchel Burns,200,178300.0
Huntsman Corp,Nolan Archibald,200,151600.0
Huntsman Corp,Patrick Harker,100,1000.0
Huntsman Corp,Patrick Harker,200,2500.0
Huntsman Corp,Peter Huntsman,200,250.0
Huntsman Corp,Wayne Reaud,100,121400.0
Huntsman Corp,Wayne Reaud,200,9700.0
Icahn Enterprises LP,Jack Wasserman,100,2000.0
Icahn Enterprises LP,Jack Wasserman,200,7970.0
Icahn Enterprises LP,James Nelson,100,3000.0
Illinois Tool Works,Anre Williams,100,1000.0
Illinois Tool Works,Bob Mccormack,200,5000.0
Illinois Tool Works,David Batchelder,200,2000.0
Illinois Tool Works,Don Davis,200,205300.0
Illinois Tool Works,Donald Davis,200,500.0
Illinois Tool Works,James & kathleen Skinner,200,1000.0
Illinois Tool Works,James Skinner,200,147425.0
Illinois Tool Works,Kevin Warren,100,1500.0
Illinois Tool Works,Kevin Warren,200,250.0
Illinois Tool Works,Pamela Strobel,100,22300.0
Illinois Tool Works,Pamela Strobel,200,9800.0
Illinois Tool Works,Robert Mccormack,200,176510.0
Illinois Tool Works,Susan Crown,100,2500.0
Illinois Tool Works,Susan Crown,200,144500.0
Ingram Micro Inc,Dale Laurance,200,4800.0
Ingram Micro Inc,John Ingram,100,16800.0
Ingram Micro Inc,John Ingram,200,233700.0
Insight Enterprises Inc,Larry Gunning,200,1500.0
Insight Enterprises Inc,Tim Crown,200,5640.0
Insight Enterprises Inc,Timothy Crown,200,32910.0
Intel Corp,Andy Bryant,200,12500.0
Intel Corp,David Pottruck,100,2500.0
Intel Corp,David Pottruck,200,3500.0
Intel Corp,David Yoffie,100,500.0
Intel Corp,Reed Hundt,100,113620.0
International Business Machines Corp,Sidney Taurel,200,5400.0
International Paper Co,Alberto Weisser,100,1000.0
International Paper Co,David Bronczek,200,87400.0
International Paper Co,John Faraci,200,57000.0
International Paper Co,John Townsend,100,17900.0
International Paper Co,John Townsend,200,205407.0
International Paper Co,"John Townsend,",200,500.0
International Paper Co,John s Townsend,200,650.0
International Paper Co,Stacey Mobley,100,43700.0
International Paper Co,Stacey Mobley,200,2250.0
International Paper Co,William Walter,200,38001.0
Interpublic Group,Anthony Hopp,200,2000.0
Interpublic Group,Bill Imada,100,47375.0
Interpublic Group,Bill Imada,200,2000.0
Interpublic Group,Jose Cubas,200,2000.0
Interpublic Group,Joseph Mccall,200,100.0
Interpublic Group,Josh Mccall,200,50.0
Interpublic Group,Michael Nyman,200,300.0
Interpublic Group,Michael Roth,100,7500.0
Interpublic Group,Michael Roth,200,3000.0
Interpublic Group,Richard Goldstein,100,31846.0
Interpublic Group,Richard Goldstein,200,13750.0
Interpublic Group,Rick Goldstein,100,3500.0
Interpublic Group,Rick Goldstein,200,1000.0
Intl Fcstone Inc,Daryl & karyl Henze,200,1265.0
Intl Fcstone Inc,Daryl Henze,200,1275.0
J.C. Penney Company Inc,Colleen Barrett,100,100.0
J.C. Penney Company Inc,Colleen Barrett,200,9750.0
J.C. Penney Company Inc,Colleen c Barrett,200,1000.0
J.C. Penney Company Inc,Gerald Turner,200,500.0
J.C. Penney Company Inc,Geraldine Laybourne,100,84850.0
J.C. Penney Company Inc,Leonard Roberts,200,850.0
J.C. Penney Company Inc,Steven Roth,100,205800.0
J.C. Penney Company Inc,Steven Roth,200,195000.0
J.C. Penney Company Inc,Thomas Engibous,200,5000.0
J.C. Penney Company Inc,William Ackman,100,173000.0
J.C. Penney Company Inc,William Ackman,200,20000.0
JM Smucker Co,Alex Shumate,100,21000.0
JM Smucker Co,Alex Shumate,200,9500.0
JM Smucker Co,Gary Oatey,100,750.0
JM Smucker Co,Gary Oatey,200,90218.0
JM Smucker Co,Gary a Oatey,200,2500.0
JM Smucker Co,Paul Dolan,100,2600.0
JM Smucker Co,Paul Dolan,200,12000.0
JM Smucker Co,Tim Smucker,200,112700.0
JM Smucker Co,Timothy Smucker,100,7500.0
JM Smucker Co,Timothy Smucker,200,55800.0
JM Smucker Co,Vincent Byrd,200,300.0
JM Smucker Co,William Steinbrink,200,250.0
JP Morgan Chase & Co,Carol & laban p Jackson,100,250.0
JP Morgan Chase & Co,James Dimon,100,18800.0
JP Morgan Chase & Co,James Dimon,200,12000.0
JP Morgan Chase & Co,Jamie Dimon,200,2500.0
JP Morgan Chase & Co,Laban Jackson,200,6900.0
JP Morgan Chase & Co,Lee Raymond,200,25000.0
JP Morgan Chase & Co,Timothy Flynn,100,1000.0
Jabil Circuit Inc,Frank Newman,200,28400.0
Jabil Circuit Inc,Larry Murphy,200,200.0
Jabil Circuit Inc,Steve Raymund,200,500.0
Jabil Circuit Inc,Steven Raymund,100,1000.0
Jabil Circuit Inc,Steven Raymund,200,60000.0
Jabil Circuit Inc,Thomas Sansone,200,58500.0
Jabil Circuit Inc,Timothy Main,100,33000.0
Jabil Circuit Inc,Tom Sansone,200,2000.0
Jacobs Engineering Group,Benjamin Montoya,200,552.0
Jacobs Engineering Group,Craig Martin,200,1500.0
Jacobs Engineering Group,Edward Fritzky,100,250.0
Jacobs Engineering Group,Robert Davidson,100,4500.0
Jarden,Irwin Simon,100,32100.0
Jarden,Irwin Simon,200,3300.0
Jarden,Richard Heckman,200,1000.0
Jarden,Richard Heckmann,200,30450.0
Johnson & Johnson,Anne Mulcahy,100,1000.0
Johnson & Johnson,Charles Prince,100,500.0
Johnson & Johnson,Charles Prince,200,575.0
Johnson & Johnson,David Satcher,100,11575.0
Johnson & Johnson,Leo Mullin,100,3500.0
Johnson & Johnson,Leo Mullin,200,1000.0
Johnson & Johnson,William Weldon,200,4900.0
Johnson & Johnson ,Alex Gorsky,200,4800.0
Johnson Controls Inc,Dennis Archer,100,32803.0
Johnson Controls Inc,Mark Vergnano,200,1000.0
Johnson Controls Inc,Natalie Black,200,103400.0
Johnson Controls Inc,R Barnett,200,500.0
Johnson Controls Inc,Richard Goodman,200,7500.0
Johnson Controls Inc,Robert Barnett,200,2100.0
Johnson Controls Inc,Stephen Roell,200,11400.0
Johnson Controls Inc,William Lacy,100,250.0
KBR,John Huff,200,103500.0
KBR,William Utt,200,8000.0
Kellogg Company,Dorothy Johnson,100,250.0
Kellogg Company,Dorothy Johnson,200,4750.0
Kellogg Company,John Bryant,100,5000.0
Kellogg Company,John Bryant,200,1000.0
Kellogg Company,John Dillion,100,500.0
Kellogg Company,John Dillon,200,109900.0
Kellogg Company,Sterling Speirn,100,26150.0
Kellogg Company,Sterling Speirn,200,500.0
Kelly Services,Carl Camden,100,2000.0
Kelly Services,Conrad Mallet,100,200.0
Kelly Services,Conrad Mallet,200,500.0
Kelly Services,Conrad Mallett,100,5925.0
Kelly Services,Donald Parfet,100,2400.0
Kelly Services,Jane Dutton,100,356.0
Kelly Services,Leslie Murphy,100,1100.0
Kelly Services,Leslie Murphy,200,250.0
Kelly Services,Terence Adderley,100,4250.0
Kelly Services,Terence Adderley,200,136850.0
Kelly Services,Terrence Adderley,200,2000.0
Kelly Services,Terrence Larkin,200,1000.0
KeyCorp,Barbara Snyder,100,3000.0
KeyCorp,Barbara Snyder,200,2625.0
KeyCorp,Beth Mooney,100,6000.0
KeyCorp,Beth Mooney,200,4250.0
KeyCorp,Bill Sanford,200,59950.0
KeyCorp,Charles Cooley,200,22900.0
KeyCorp,Charles p Cooley,200,1000.0
KeyCorp,Christopher Gorman,100,250.0
KeyCorp,Christopher Gorman,200,5500.0
KeyCorp,Hiram Dallas,100,1500.0
KeyCorp,Hiram Dallas,200,1000.0
KeyCorp,Kristen Manos,100,6100.0
KeyCorp,Kristen Manos,200,100.0
KeyCorp,Richard Hipple,200,29885.0
KeyCorp,Richard j Hipple,200,1000.0
KeyCorp,Ruth Gillis,100,13000.0
KeyCorp,Ruth Gillis,200,4000.0
KeyCorp,Ruth ann Gillis,100,12000.0
KeyCorp,Ruth ann Gillis,200,8000.0
KeyCorp,Thomas Stevens,100,12750.0
KeyCorp,Thomas Stevens,200,1000.0
KeyCorp,William Sanford,200,5800.0
Kimberly-Clark Corp,Ian Read,100,5500.0
Kimberly-Clark Corp,Ian Read,200,22500.0
Kimberly-Clark Corp,Linda Rice,100,6350.0
Kimberly-Clark Corp,Mae Jemison,100,1500.0
Kimberly-Clark Corp,Marc Shapiro,100,11400.0
Kimberly-Clark Corp,Marc Shapiro,200,8500.0
Kimberly-Clark Corp,Thomas Falk,200,5000.0
Kinder Morgan,C park Shaper,100,1500.0
Kinder Morgan,C park Shaper,200,100500.0
Kinder Morgan,Fayez Sarofim,100,2200.0
Kinder Morgan,Fayez Sarofim,200,144100.0
Kinder Morgan,Glenn Youngkin,200,148000.0
Kinder Morgan,Henry Cornell,200,132800.0
Kinder Morgan,Joel Staff,200,7500.0
Kinder Morgan,John Stokes,200,2400.0
Kinder Morgan,Kenneth Pontarelli,200,5000.0
Kinder Morgan,Michael Miller,200,132700.0
Kinder Morgan,Michael Morgan,100,350.0
Kinder Morgan,Michael Morgan,200,120300.0
Kinder Morgan,Richard Kinder,100,1000.0
Kinder Morgan,Richard Kinder,200,367999.52
Kinder Morgan,Richard d Kinder,200,13500.0
Kinder Morgan,Steven Kean,200,2500.0
Kindred Healthcare Inc,Chris Hjelm,200,200.0
Kindred Healthcare Inc,Eddy Rogers,200,1350.0
Kindred Healthcare Inc,Edward Kuntz,200,500.0
Kindred Healthcare Inc,Fred Kleisner,100,64000.0
Kindred Healthcare Inc,Frederick Kleisner,100,7110.0
Kindred Healthcare Inc,Isaac Kaufman,200,1000.0
Kindred Healthcare Inc,John Short,200,2500.0
Kindred Healthcare Inc,Jonathan Blum,100,1000.0
Kindred Healthcare Inc,Phyllis Yale,100,6775.0
Kohls Corp,Dale Jones,100,29500.000000000004
Kohls Corp,Frank Sica,100,4800.0
Kohls Corp,Frank Sica,200,322600.0
Kohls Corp,John Schlifske,100,2850.0
Kohls Corp,John Schlifske,200,8950.0
Kohls Corp,Peter Sommerhauser,100,100.0
Kohls Corp,Peter Sommerhauser,200,7885.0
Kohls Corp,Steve Burd,200,2500.0
Kohls Corp,Steven Burd,200,52500.0
Kraft Foods Inc,Mackey Mcdonald,200,7000.0
Kraft Foods Inc,Mark Ketchum,200,2250.0
Kraft Foods Inc,Terry Lundgren,100,1000.0
Kroger Co,Bobby Shackouls,200,3500.0
Kroger Co,David Lewis,100,12535.0
Kroger Co,David Lewis,200,500.0
Kroger Co,David baker Lewis,100,1000.0
Kroger Co,James Runde,200,2500.0
Kroger Co,John Lamacchia,100,7500.0
Kroger Co,Reuben Anderson,100,6750.0
Kroger Co,Ruben Anderson,100,2000.0
Kroger Co,Susan Kropf,200,500.0
Kroger Co,Susan Phillips,200,1500.0
Kroger Co,W rodney Mcmullen,200,100.0
L-3 Communications Holdings Inc,Claude Canizares,100,1341.0
L-3 Communications Holdings Inc,Michael Strianese,100,5000.0
L-3 Communications Holdings Inc,Robert Millard,100,126200.0
L-3 Communications Holdings Inc,Thomas Corcoran,100,1000.0
L-3 Communications Holdings Inc,Thomas Corcoran,200,2500.0
Laboratory Corp. of America Holdings,N Coles,100,9500.0
Laboratory Corp. of America Holdings,N anthony Coles,100,3500.0
Laboratory Corp. of America Holdings,N anthony Coles,200,500.0
Laboratory Corp. of America Holdings,Robert Mittelstaedt,200,500.0
Laboratory Corp. of America Holdings,Wendy Lane,200,500.0
Land O Lakes Inc,Alfred Wanner,200,400.0
Land O Lakes Inc,Ben Curti,200,9300.0
Land O Lakes Inc,Benjamin Curti,200,100.0
Land O Lakes Inc,Cornell Kasbergen,100,1000.0
Land O Lakes Inc,Cornell Kasbergen,200,14800.0
Land O Lakes Inc,Doug & kathy Reimer,200,292.47
Land O Lakes Inc,Doug Reimer,200,100.0
Land O Lakes Inc,Gary Fernandos,200,260.0
Land O Lakes Inc,Greg Fernandes,200,500.0
Land O Lakes Inc,Greg Fernandos,200,260.0
Land O Lakes Inc,James Deatherage,200,1500.0
Land O Lakes Inc,Jared Fernandos,200,260.0
Land O Lakes Inc,Jeffrey Troike,200,1500.0
Land O Lakes Inc,Joey Fernandes,200,1500.0
Land O Lakes Inc,Joseph Fernandes,200,750.0
Land O Lakes Inc,Josh Fernandos,200,260.0
Land O Lakes Inc,Ken Curti,200,4500.0
Land O Lakes Inc,Mark Christenson,100,750.0
Land O Lakes Inc,Mark Christenson,200,1023.0
Land O Lakes Inc,Peter Kappelman,100,250.0
Land O Lakes Inc,Stephen Mancebo,200,500.0
Land O Lakes Inc,Thomas Wakefield,100,250.0
Land O Lakes Inc,Xavier Avila,200,800.0
Las Vegas Sands,Charles Forman,100,14900.0
Las Vegas Sands,Charles Forman,200,22500.0
Las Vegas Sands,George Koo,100,1100.0
Las Vegas Sands,Irwin Chafetz,100,21000.0
Las Vegas Sands,Irwin Chafetz,200,38900.0
Las Vegas Sands,Jason Ader,200,22500.0
Las Vegas Sands,Jeff Schwartz,100,2500.0
Las Vegas Sands,Jeffrey Schwartz,100,5000.0
Las Vegas Sands,Jeffrey Schwartz,200,55000.0
Las Vegas Sands,Michael Leven,200,158075.0
Las Vegas Sands,Michael a Leven,200,10000.0
Las Vegas Sands,Mike Leven,100,2000.0
Las Vegas Sands,Robert Chafetz,100,500.0
Las Vegas Sands,Roberta t Chafetz,200,2500.0
Las Vegas Sands,Sheldon Adelson,200,6204250.0
Las Vegas Sands,Sheldon g Adelson,200,5000000.0
Lear Corp,Donald Runkle,100,10000.0
Lear Corp,Jonathan Foster,100,500.0
Lear Corp,Matthew Simoncini,200,2000.0
Liberty Global,David Rapley,200,550.0
Liberty Global,J Sparkman,200,14915.0
Liberty Global,J c Sparkman,200,500.0
Liberty Global,Jc Sparkman,200,5400.0
Liberty Global,John Malone,200,280050.0
Liberty Global,Larry Romrell,200,5000.0
Liberty Global,Michael Fries,100,13850.0
Liberty Global,Michael Fries,200,176300.0
Liberty Global,Mike Fries,100,1100.0
Liberty Global,Paul Gould,100,5500.0
Liberty Interactive Corporation,M Robison,200,1000.0
Liberty Interactive Corporation,Michael George,200,13000.0
Liberty Interactive Corporation,Mike George,200,2500.0
Liberty Mutual Holding Company,Charles Clough,100,1000.0
Liberty Mutual Holding Company,Charles Clough,200,7500.0
Liberty Mutual Holding Company,Chuck Clough,200,500.0
Liberty Mutual Holding Company,"Dave Long,",200,1250.0
Liberty Mutual Holding Company,David Long,100,5750.0
Liberty Mutual Holding Company,David Long,200,24708.8
Liberty Mutual Holding Company,"David Long,",200,3750.0
Liberty Mutual Holding Company,Ellen Rudnick,100,300.0
Liberty Mutual Holding Company,Francis Doyle,100,4325.0
Liberty Mutual Holding Company,Francis Doyle,200,500.0
Liberty Mutual Holding Company,Jack Manning,100,6000.0
Liberty Mutual Holding Company,John Manning,100,200450.0
Liberty Mutual Holding Company,John Manning,200,3464.7000000000007
Liberty Mutual Holding Company,Long Long,200,1590.6
Liberty Mutual Holding Company,Martin Slark,200,2000.0
Liberty Mutual Holding Company,William Vanfaasen,100,3200.0
Liberty Mutual Holding Company,William Vanfaasen,200,6500.0
Liberty Mutual Holding Company,William Vanfassen,100,3000.0
Limited Brance,Abigail Wexner,100,380495.0
Limited Brance,Abigail Wexner,200,76500.0
Limited Brance,Allan Tessler,200,124700.0
Limited Brance,Allan r Tessler,200,10000.0
Limited Brance,David Kollat,200,2000.0
Limited Brance,Dennis Hersch,100,5000.0
Limited Brance,Dennis Hersch,200,6000.0
Limited Brance,Donna James,100,18350.0
Limited Brance,Donna James,200,150.0
Limited Brance,James Heskett,100,2500.0
Limited Brance,Jeffrey Miro,100,6000.0
Limited Brance,Jeffrey Miro,200,2400.0
Limited Brance,Les Wexner,200,12500.0
Limited Brance,Leslie Wexner,100,8000.0
Limited Brance,Leslie Wexner,200,942800.0
Limited Brance,Raymond Zimmerman,100,750.0
Limited Brance,William Loomis,200,64900.0
Lincoln National Corp,Eric Johnson,100,1000.0
Lincoln National Corp,Gary Kelly,200,16500.0
Lincoln National Corp,Isaiah Tidwell,100,11040.0
Lincoln National Corp,William Avery,100,16250.0
Lincoln National Corp,William Avery,200,25800.0
Lincoln National Corp,William Cunningham,100,7850.0
