,salary
129214,79609.12
129215,75113.81
129216,72563.22
129217,72690.91
129218,72992.22
129219,72624.08
129220,72624.06
129221,72624.02
129222,72624.01
129223,76541.99
129224,73973.43
129225,74216.69
129226,71891.82
129227,84250.49
129228,69045.5
129229,72636.45
129230,85030.28
129231,72598.06
129232,72598.04
129233,72598.04
129234,72598.0
129235,72598.0
129236,72598.0
129237,73463.33
129238,72787.82
129239,94583.16
129240,70168.53
129241,72631.61
129242,72559.71
129243,76978.73
129244,72804.15
129245,76857.92
129246,72555.01
129247,74403.06
129248,71888.28
129249,75630.08
129250,73074.22
129251,71935.54
129252,72568.84
129253,72568.83
129254,74228.69
129255,80844.21
129256,75797.58
129257,76016.63
129258,72745.03
129259,76822.28
129260,74603.51
129261,74730.54
129262,72535.68
129263,72566.91
129264,72811.17
129265,72810.5
129266,73279.42
129267,101173.68
129268,72877.42
129269,68826.52
129270,68726.66
129271,72730.94
129272,72497.99
129273,76885.48
129274,75029.86
129275,72264.93
129276,76418.3
129277,72441.02
129278,69102.23
129279,72457.66
129280,74777.34
129281,72432.87
129282,73250.95
129283,96039.94
129284,71807.6
129285,72406.93
129286,72395.02
129287,77650.17
129288,68644.68
129289,73196.63
129290,72946.03
129291,74985.27
129292,83074.14
129293,72677.78
129294,70365.64
129295,69945.95
129296,72431.9
129297,73233.71
129298,72355.05
129299,72355.04
129300,72355.04
129301,72355.03
129302,72355.03
129303,72355.02
129304,72355.02
129305,72355.02
129306,72355.01
129307,72355.02
129308,72355.01
129309,72355.01
129310,72355.01
129311,72355.01
129312,72355.01
129313,72355.01
129314,72355.0
129315,72355.0
129316,72355.0
129317,72355.0
129318,72355.0
129319,72355.0
129320,72355.0
129321,72355.06
129322,72355.02
129323,73950.74
129324,72352.64
129325,72814.63
129326,72350.23
129327,71751.63
129328,72342.76
129329,75983.11
129330,72325.82
129331,70466.28
129332,72834.8
129333,72327.57
129334,72398.53
129335,95204.54
129336,76332.13
129337,73991.73
129338,71731.03
129339,71731.02
129340,72323.93
129341,89982.63
129342,69651.57
129343,71854.44
129344,72959.42
129345,72560.0
129346,72386.85
129347,71721.05
129348,72307.0
129349,72471.45
129350,69355.89
129351,72931.34
129352,73439.4
129353,74683.21
129354,73204.23
129355,72366.26
129356,73492.53
129357,75300.45
129358,74850.41
129359,80608.23
129360,73442.05
129361,73975.11
129362,69451.86
129363,82394.75
129364,73231.94
129365,72407.87
129366,78223.87
129367,78790.02
129368,72652.3
129369,72462.02
129370,77164.96
129371,68988.26
129372,71649.2
129373,72883.67
129374,71647.76
129375,70882.18
129376,72235.05
129377,72723.01
129378,72970.1
129379,72547.04
129380,72231.96
129381,69080.22
129382,72371.15
129383,72487.1
129384,80831.3
129385,72164.52
129386,74387.29
129387,73010.94
129388,72185.13
129389,73959.44
129390,74931.34
129391,72582.96
129392,72251.94
129393,74013.04
129394,72151.38
129395,72164.81
129396,72416.95
129397,73331.62
129398,71619.9
129399,74408.17
129400,75630.78
129401,73267.37
129402,74486.68
129403,73326.79
129404,70259.04
129405,73030.55
129406,70862.64
129407,68975.27
129408,72131.0
129409,72122.64
129410,76843.87
129411,68804.66
129412,71528.63
129413,72325.92
129414,72130.44
129415,77997.29
129416,79599.51
129417,73445.82
129418,71901.01
129419,75065.38
129420,72645.43
129421,72422.33
129422,68120.29
129423,72259.93
129424,72074.32
129425,74711.45
129426,73199.92
129427,72252.35
129428,72400.09
129429,72611.51
129430,75219.27
129431,72112.1
129432,71922.04
129433,75413.77
129434,72398.64
129435,74157.78
129436,79104.18
129437,72061.0
129438,72322.15
129439,72841.78
129440,82222.03
129441,74170.84
129442,71782.61
129443,73015.84
129444,68029.41
129445,72788.7
129446,88728.38
129447,72331.53
129448,69427.9
129449,74105.62
129450,72579.98
129451,70458.28
129452,72094.12
129453,72692.03
129454,73444.59
129455,67716.55
129456,72373.82
129457,71992.1
129458,71986.02
129459,72056.07
129460,67450.46
129461,72089.27
129462,78283.52
129463,72414.32
129464,71964.48
129465,71926.26
129466,68253.18
129467,74808.03
129468,71367.83
129469,74230.59
129470,71367.2
129471,71945.8
129472,73706.14
129473,71989.04
129474,70288.33
129475,69572.11
129476,74624.65
129477,73118.31
129478,74585.47
129479,72437.94
129480,73560.85
129481,71909.69
129482,71915.03
129483,71314.01
129484,70513.27
129485,72507.88
129486,69397.79
129487,83415.98
129488,72339.92
129489,72359.92
129490,68112.35
129491,72326.69
129492,74131.77
129493,71947.08
129494,72341.47
129495,72174.13
129496,71572.05
129497,73188.79
129498,72777.68
129499,73055.25
129500,73710.57
129501,76455.57
129502,72781.18
129503,69890.59
129504,75094.3
129505,71837.35
129506,72797.78
129507,75740.06
129508,71228.0
129509,73402.3
129510,73556.03
129511,72522.48
129512,74220.19
129513,84486.39
129514,73027.38
129515,72350.1
129516,69234.58
129517,72600.27
129518,73491.07
129519,71851.1
129520,71826.66
129521,72351.53
129522,71104.4
129523,74142.73
129524,77031.16
129525,73974.89
129526,73401.37
129527,72935.96
129528,71782.62
129529,72485.78
129530,73772.1
129531,71764.43
129532,71766.81
129533,71220.86
129534,71759.02
129535,71801.38
129536,71169.05
129537,71742.01
129538,71743.93
129539,72039.67
129540,67383.83
129541,71818.02
129542,74335.02
129543,71731.02
129544,71731.07
129545,71731.04
129546,71731.04
129547,71731.03
129548,71731.02
129549,71731.02
129550,71731.02
129551,71731.02
129552,71731.01
129553,71731.01
129554,71731.01
129555,71731.01
129556,71731.01
129557,71731.01
129558,71731.0
129559,71731.0
129560,71731.0
129561,72815.2
129562,71709.22
129563,85264.49
129564,72399.44
129565,68731.13
129566,68598.67
129567,71968.6
129568,72630.7
129569,67594.49
129570,71119.49
129571,71579.65
129572,72368.45
129573,72374.62
129574,82797.26
129575,71668.09
129576,69001.86
129577,71099.95
129578,72442.34
129579,72676.89
129580,85293.41
129581,71346.71
129582,76289.7
129583,71554.09
129584,69480.72
129585,71836.42
129586,75243.69
129587,74074.7
129588,71636.84
129589,71016.0
129590,71437.0
129591,72256.7
129592,71592.84
129593,73871.29
129594,76242.01
129595,69293.95
129596,71065.62
129597,71539.83
129598,71576.99
129599,72238.11
129600,80897.08
129601,71572.05
129602,71572.0
129603,73634.12
129604,69530.12
129605,71689.37
129606,71412.83
129607,71515.7
129608,71677.18
129609,71594.19
129610,67386.9
129611,72334.29
129612,73005.42
129613,79449.81
129614,71707.65
129615,73869.3
129616,67149.91
129617,73215.27
129618,66914.24
129619,71884.18
129620,69063.06
129621,72014.09
129622,68788.55
129623,63836.02
129624,81377.42
129625,72209.89
129626,70915.03
129627,72158.88
129628,73718.16
129629,71631.32
129630,70900.66
129631,76003.29
129632,71481.53
129633,72945.26
129634,78577.83
129635,72200.52
129636,70207.7
129637,72413.36
129638,71446.07
129639,70873.03
129640,72840.76
129641,72707.09
129642,72251.59
129643,71726.89
129644,73708.83
129645,67478.07
129646,73165.71
129647,71819.75
129648,71455.81
129649,73720.62
129650,94997.49
129651,72037.07
129652,72817.27
129653,71429.09
129654,66165.59
129655,71522.77
129656,68788.66
129657,74727.5
129658,72057.56
129659,100856.01
129660,72012.01
129661,71782.69
129662,70837.64
129663,71832.65
129664,71997.2
129665,71997.2
129666,71492.69
129667,71986.1
129668,81223.05
129669,70618.2
129670,72412.97
129671,71138.99
129672,68682.1
129673,72147.49
129674,81118.29
129675,70755.43
129676,71583.18
129677,70087.89
129678,73192.14
129679,68925.37
129680,72348.32
129681,71691.61
129682,71317.3
129683,71787.2
129684,72594.47
129685,75905.11
129686,82741.35
129687,69439.68
129688,71129.82
129689,71283.77
129690,72979.4
129691,70694.63
129692,70851.18
129693,71281.98
129694,73307.6
129695,71268.0
129696,72447.81
129697,72785.51
129698,73418.36
129699,71250.98
129700,71245.99
129701,75214.0
129702,73561.22
129703,71370.34
129704,69156.24
129705,71472.67
129706,70634.71
129707,70626.84
129708,71212.63
129709,73099.88
129710,71999.13
129711,71495.32
129712,71199.57
129713,66761.73
129714,72559.19
129715,66764.3
129716,73463.86
129717,79556.78
129718,71207.88
129719,76110.55
129720,71179.09
129721,70604.04
129722,72148.9
129723,72284.81
129724,71769.36
129725,72736.06
129726,69321.39
129727,71026.41
129728,71375.78
129729,72533.45
129730,71190.06
129731,71829.91
129732,67244.49
129733,71128.98
129734,67152.38
129735,68943.48
129736,71273.12
129737,75812.39
129738,71114.14
129739,82590.99
129740,73461.87
129741,73424.93
129742,69741.43
129743,70525.0
129744,69228.89
129745,71993.96
129746,71091.05
129747,71956.64
129748,70622.82
129749,71066.07
129750,71066.01
129751,79412.1
129752,71930.72
129753,71801.45
129754,71941.11
129755,71430.45
129756,71161.71
129757,70692.98
129758,71030.92
129759,70447.52
129760,71432.21
129761,71905.99
129762,73089.6
129763,70452.81
129764,67121.35
129765,71029.51
129766,82740.62
129767,70431.82
129768,73378.49
129769,71433.1
129770,68716.71
129771,76680.82
129772,68298.81
129773,68718.62
129774,71339.18
129775,69454.2
129776,70997.48
129777,68332.92
129778,70982.91
129779,74817.02
129780,69764.11
129781,70974.89
129782,71018.01
129783,71755.6
129784,70972.05
129785,70972.05
129786,70972.05
129787,70972.04
129788,70972.05
129789,70972.02
129790,70972.02
129791,70972.02
129792,70972.0
129793,70972.0
129794,70972.0
129795,70972.0
129796,73000.75
129797,70999.56
129798,69356.36
129799,68120.18
129800,74523.03
129801,72597.77
129802,71164.21
129803,85000.48
129804,70996.0
129805,71022.67
129806,80555.31
129807,70808.6
129808,73968.4
129809,71738.72
129810,73703.02
129811,69541.56
129812,72389.89
129813,71342.52
129814,73752.02
129815,70486.0
129816,70913.12
129817,77166.2
129818,73379.78
129819,71878.3
129820,70973.5
129821,70890.04
129822,70461.67
129823,81163.63
129824,71501.46
129825,67828.83
129826,82392.5
129827,71139.8
129828,75941.98
129829,73148.05
129830,74266.63
129831,68544.29
129832,76925.08
129833,71371.35
129834,70273.0
129835,68810.38
129836,71538.04
129837,71596.08
129838,71112.55
129839,70756.28
129840,70292.81
129841,74781.16
129842,71129.08
129843,100162.43
129844,70828.57
129845,67207.2
129846,66977.75
129847,71515.23
129848,71950.83
129849,68302.4
129850,73221.12
129851,69376.7
129852,66412.64
129853,67887.62
129854,77992.99
129855,70198.03
129856,71213.49
129857,72223.21
129858,72478.44
129859,73984.3
129860,73978.12
129861,71439.31
129862,72369.35
129863,70517.57
129864,71635.73
129865,70211.24
129866,70278.84
129867,82028.64
129868,71354.0
129869,70990.78
129870,69918.95
129871,71206.7
129872,70122.0
129873,70245.62
129874,71961.27
129875,71195.61
129876,71195.61
129877,70132.5
129878,69390.11
129879,72856.6
129880,68036.26
129881,71753.17
129882,70714.45
129883,71836.01
129884,71079.4
129885,70600.1
129886,71624.02
129887,87947.2
129888,66418.93
129889,70880.17
129890,70689.07
129891,70689.06
129892,70689.05
129893,70689.05
129894,70689.03
129895,70689.02
129896,70688.98
129897,71098.14
129898,70730.04
129899,70686.0
129900,70686.0
129901,72359.98
129902,71743.28
129903,71485.23
129904,70114.7
129905,71086.16
129906,70091.06
129907,71466.32
129908,80884.08
129909,74965.4
129910,70634.75
129911,70001.62
129912,71306.69
129913,72335.54
129914,73463.25
129915,72380.2
129916,72442.7
129917,69159.81
129918,70134.23
129919,72185.41
129920,70052.47
129921,70694.95
129922,70027.77
129923,75681.15
129924,80124.33
129925,70713.11
129926,70601.01
129927,71132.38
129928,72784.33
129929,71296.82
129930,70947.35
129931,68727.34
129932,70663.93
129933,70875.56
129934,70782.46
129935,73399.71
129936,71044.94
129937,70651.72
129938,70558.84
129939,72677.54
129940,66002.33
129941,70576.04
129942,71327.61
129943,71255.18
129944,71052.25
129945,70889.05
129946,66352.13
129947,75206.1
129948,71145.47
129949,68628.77
129950,71064.46
129951,67068.57
129952,71445.77
129953,69080.5
129954,76114.81
129955,71656.55
129956,72143.85
129957,70412.71
129958,69888.15
129959,69874.04
129960,68662.09
129961,69867.72
129962,71376.1
129963,72160.09
129964,70630.59
129965,70040.12
129966,70476.02
129967,72690.35
129968,75853.3
129969,69847.0
129970,73766.29
129971,71261.68
129972,70653.42
129973,70408.07
129974,70754.19
129975,71554.47
129976,89132.41
129977,70426.02
129978,72469.07
129979,69903.62
129980,70131.62
129981,70649.86
129982,70911.31
129983,70995.64
129984,73481.87
129985,68779.54
129986,70374.89
129987,70348.03
129988,76697.88
129989,70348.04
129990,70915.85
129991,70345.01
129992,72301.49
129993,68299.14
129994,72608.9
129995,70330.09
129996,70330.07
129997,70330.07
129998,71978.71
129999,70678.1
130000,74243.18
130001,72943.11
130002,70955.21
130003,73692.83
130004,70299.0
130005,75680.31
130006,72320.35
130007,70285.0
130008,73384.77
130009,72366.28
130010,69699.23
130011,70485.47
130012,70608.93
130013,70423.27
130014,67028.61
130015,79937.55
130016,71232.99
130017,70816.1
130018,72543.36
130019,70282.56
130020,70217.92
130021,70253.0
130022,67490.98
130023,72110.87
130024,81325.09
130025,70291.32
130026,70207.64
130027,70721.81
130028,69787.14
130029,73474.84
130030,69646.0
130031,71639.88
130032,72038.24
130033,71731.05
130034,71531.93
130035,70391.54
130036,70198.02
130037,65985.93
130038,70198.05
130039,69928.03
130040,70280.03
130041,67826.91
130042,67135.51
130043,70250.01
130044,68299.68
130045,70232.71
130046,69813.13
130047,72304.04
130048,70159.8
130049,70140.22
130050,70261.89
130051,70219.0
130052,70529.76
130053,71099.49
130054,68990.15
130055,70712.83
130056,70434.29
130057,72031.98
130058,70272.02
130059,71059.68
130060,71660.92
130061,69636.48
130062,71230.44
130063,71329.2
130064,71407.29
130065,70566.0
130066,70072.75
130067,70293.48
130068,71817.02
130069,70859.87
130070,67996.58
130071,70964.45
130072,73810.52
130073,69806.87
130074,72049.16
130075,70505.42
130076,74468.78
130077,70383.66
130078,70951.41
130079,69627.69
130080,70011.82
130081,67123.82
130082,71111.42
130083,73047.0
130084,70285.39
130085,71172.27
130086,71310.44
130087,71113.68
130088,69978.73
130089,71123.27
130090,69977.01
130091,71338.05
130092,67810.48
130093,69944.51
130094,71057.33
130095,70939.68
130096,70549.4
130097,70932.96
130098,67735.44
130099,69925.41
130100,73681.17
130101,69352.14
130102,69923.07
130103,69923.04
130104,69923.04
130105,69923.02
130106,69923.02
130107,69923.0
130108,69923.0
130109,65678.63
130110,69588.92
130111,72340.72
130112,69923.01
130113,69027.17
130114,70080.95
130115,66449.23
130116,72241.94
130117,70217.31
130118,70081.69
130119,69332.34
130120,69899.02
130121,69928.71
130122,71455.97
130123,71023.46
130124,70416.53
130125,71841.0
130126,81579.75
130127,68613.53
130128,66121.95
130129,70897.31
130130,70053.58
130131,71272.25
130132,70359.91
130133,70101.79
130134,70323.37
130135,69847.06
130136,69847.05
130137,69847.03
130138,69847.01
130139,69847.0
130140,69847.0
130141,69847.0
130142,69847.12
130143,69838.76
130144,70022.85
130145,70813.5
130146,69878.38
130147,70102.4
130148,69252.03
130149,69252.04
130150,73608.33
130151,79982.88
130152,71704.35
130153,69952.84
130154,71397.49
130155,70563.92
130156,72890.67
130157,73284.56
130158,69835.29
130159,70279.04
130160,72092.69
130161,71201.38
130162,70639.38
130163,71287.39
130164,69794.11
130165,72307.74
130166,69684.33
130167,70319.62
130168,78459.76
130169,66318.21
130170,69173.59
130171,70062.43
130172,72195.58
130173,69128.01
130174,69122.96
130175,69691.02
130176,71053.33
130177,69639.2
130178,70381.41
130179,70267.49
130180,69814.38
130181,76105.87
130182,69954.73
130183,71400.86
130184,70089.77
130185,69301.02
130186,70619.02
130187,68012.45
130188,69646.02
130189,67995.87
130190,69928.11
130191,71996.5
130192,70821.58
130193,69066.1
130194,69776.99
130195,69618.8
130196,69618.8
130197,70076.84
130198,69186.29
130199,69654.61
130200,69609.07
130201,69609.07
130202,69609.03
130203,69609.02
130204,69689.98
130205,70385.73
130206,72543.98
130207,73405.53
130208,69026.0
130209,69832.64
130210,69882.35
130211,68259.36
130212,69855.95
130213,71186.04
130214,76231.04
130215,69904.45
130216,69077.17
130217,69549.39
130218,70411.84
130219,79128.06
130220,71403.25
130221,69490.84
130222,83628.13
130223,71160.21
130224,71416.41
130225,70185.85
130226,69547.01
130227,67221.73
130228,70768.58
130229,68929.01
130230,65539.82
130231,69934.05
130232,70027.2
130233,65299.04
130234,70031.37
130235,69486.6
130236,67049.76
130237,69937.32
130238,66287.29
130239,68035.98
130240,69816.28
130241,67829.44
130242,70543.31
130243,69631.42
130244,69217.66
130245,65753.88
130246,69145.64
130247,73761.37
130248,78333.82
130249,73597.12
130250,69632.3
130251,68896.44
130252,68932.64
130253,69855.61
130254,69605.5
130255,69476.02
130256,69476.01
130257,69920.26
130258,71424.75
130259,70685.67
130260,68787.62
130261,69418.04
130262,71504.31
130263,69979.93
130264,73182.97
130265,71080.54
130266,70713.42
130267,70560.83
130268,69791.12
130269,68852.0
130270,69732.47
130271,69619.84
130272,70295.45
130273,68925.15
130274,78928.05
130275,66230.9
130276,69263.98
130277,65843.24
130278,69699.73
130279,70213.67
130280,71444.23
130281,69363.91
130282,69431.09
130283,69744.56
130284,71258.8
130285,70503.73
130286,69858.2
130287,69211.55
130288,69299.07
130289,69299.04
130290,69299.02
130291,69299.01
130292,69629.11
130293,91751.89
130294,69143.03
130295,68717.22
130296,71494.04
130297,71912.72
130298,68870.15
130299,69894.54
130300,69259.2
130301,71644.33
130302,68326.34
130303,68859.98
130304,69462.47
130305,70751.62
130306,71575.33
130307,70200.47
130308,70831.95
130309,70234.84
130310,67156.21
130311,69257.38
130312,69807.61
130313,69565.49
130314,69779.29
130315,69286.96
130316,69327.33
130317,70170.39
130318,70171.34
130319,69472.4
130320,69199.03
130321,69199.01
130322,67618.46
130323,69479.6
130324,69233.17
130325,70116.42
130326,69314.41
130327,69500.66
130328,69351.7
130329,68602.02
130330,68602.01
130331,69161.87
130332,69701.96
130333,69523.13
130334,69180.69
130335,70376.71
130336,70119.65
130337,70257.1
130338,70417.91
130339,70188.79
130340,73382.22
130341,69214.17
130342,71022.93
130343,70999.39
130344,69116.01
130345,69908.2
130346,69158.88
130347,71636.63
130348,67291.35
130349,68943.43
130350,69847.97
130351,69237.32
130352,71097.38
130353,68565.0
130354,69381.82
130355,68810.5
130356,68508.43
130357,71506.39
130358,69375.55
130359,70060.73
130360,76970.54
130361,68454.02
130362,69289.43
130363,73142.46
130364,69033.04
130365,71590.28
130366,70151.96
130367,70616.09
130368,69031.02
130369,68939.85
130370,69386.47
130371,69788.1
130372,67773.95
130373,68626.94
130374,65938.91
130375,87630.28
130376,65774.17
130377,70704.85
130378,68714.23
130379,73884.71
130380,75422.68
130381,67140.19
130382,68985.07
130383,68985.06
130384,68985.05
130385,68985.04
130386,68985.03
130387,68985.02
130388,68985.01
130389,68985.01
130390,68985.01
130391,66565.21
130392,68984.07
130393,68984.05
130394,68640.75
130395,69426.71
130396,71799.0
130397,68524.44
130398,91532.01
130399,69945.99
130400,66594.59
130401,70484.0
130402,70389.34
130403,70752.34
130404,69161.0
130405,68380.25
130406,68385.21
130407,70019.08
130408,72604.71
130409,67795.67
130410,67298.28
130411,66023.42
130412,65893.77
130413,74281.35
130414,68583.46
130415,70324.14
130416,65014.48
130417,69956.65
130418,67202.4
130419,69508.01
130420,71464.48
130421,72761.57
130422,69460.21
130423,66312.62
130424,75270.85
130425,77091.62
130426,68314.01
130427,68310.22
130428,69951.7
130429,85161.16
130430,70650.3
130431,69414.9
130432,68300.51
130433,72859.34
130434,68852.12
130435,68448.22
130436,71109.41
130437,69204.93
130438,69374.17
130439,74617.47
130440,68265.9
130441,70955.5
130442,68268.03
130443,70725.61
130444,80542.0
130445,69027.93
130446,68805.01
130447,68963.95
130448,71030.12
130449,68256.8
130450,70066.66
130451,68248.07
130452,69079.28
130453,70060.94
130454,75055.06
130455,68852.89
130456,68822.0
130457,70500.03
130458,68236.86
130459,68846.01
130460,68867.09
130461,79309.18
130462,70714.3
130463,68999.43
130464,72510.06
130465,68793.59
130466,70865.0
130467,68178.34
130468,68526.18
130469,68899.14
130470,68157.62
130471,71153.27
130472,70068.37
130473,75234.23
130474,67095.34
130475,70328.53
130476,69857.27
130477,68962.84
130478,67689.35
130479,68956.95
130480,66492.59
130481,68134.8
130482,68799.0
130483,68773.44
130484,72272.48
130485,68811.46
130486,72861.84
130487,68272.16
130488,69416.4
130489,69136.59
130490,70228.49
130491,69287.44
130492,68886.24
130493,69552.83
130494,61038.58
130495,70521.59
130496,70227.04
130497,68908.47
130498,70670.87
130499,68611.04
130500,68038.4
130501,68855.1
130502,69263.54
130503,68602.0
130504,69237.69
130505,71108.84
130506,68580.21
130507,68250.24
130508,70367.24
130509,68958.78
130510,70014.21
130511,71719.33
130512,68361.31
130513,71465.22
130514,91520.08
130515,69278.93
130516,70358.13
130517,68654.23
130518,69000.94
130519,69480.97
130520,68740.11
130521,71790.96
130522,69719.34
130523,70845.6
130524,68967.44
130525,68055.93
130526,67953.21
130527,69055.54
130528,68692.6
130529,69128.03
130530,96374.48
130531,69586.48
130532,68498.5
130533,67047.91
130534,66683.72
130535,67917.0
130536,69472.84
130537,69258.57
130538,70216.08
130539,67905.04
130540,69860.26
130541,68089.04
130542,69092.02
130543,66670.74
130544,73131.41
130545,67898.01
130546,68463.0
130547,68661.44
130548,68040.57
130549,68660.89
130550,71665.63
130551,68625.97
130552,69894.54
130553,68887.07
130554,69670.79
130555,68642.47
130556,69197.61
130557,69197.6
130558,66504.0
130559,72967.48
130560,71394.0
130561,69263.19
130562,69701.23
130563,69974.44
130564,85512.09
130565,69031.32
130566,69142.11
130567,68580.26
130568,67922.05
130569,67635.9
130570,73668.89
130571,68468.66
130572,68977.77
130573,67230.3
130574,68527.16
130575,68367.47
130576,69629.28
130577,71271.65
130578,68502.27
130579,68355.0
130580,68456.28
130581,67749.14
130582,69331.66
130583,69019.14
130584,69286.45
130585,69221.81
130586,69577.79
130587,68741.98
130588,70054.73
130589,79680.99
130590,68288.01
130591,68317.85
130592,68275.02
130593,68375.14
130594,68272.36
130595,68124.73
130596,68993.43
130597,70443.86
130598,69012.0
130599,68322.75
130600,69137.69
130601,67689.02
130602,68292.13
130603,67697.52
130604,68254.04
130605,69843.67
130606,68974.96
130607,69159.42
130608,68383.16
130609,70178.88
130610,68324.59
130611,69552.0
130612,68272.95
130613,75294.11
130614,68708.04
130615,68780.02
130616,65495.3
130617,67655.03
130618,68534.94
130619,72970.77
130620,69249.61
130621,67667.55
130622,69072.06
130623,69864.41
130624,69118.41
130625,67765.61
130626,67046.69
130627,67846.84
130628,64840.42
130629,70565.45
130630,68159.03
130631,64335.93
130632,67644.72
130633,69310.88
130634,67785.11
130635,66939.99
130636,69696.37
130637,69056.93
130638,69881.27
130639,69015.5
130640,68140.51
130641,70657.77
130642,68517.57
130643,70992.45
130644,68542.04
130645,64561.14
130646,69423.06
130647,71982.0
130648,68680.2
130649,68098.04
130650,68098.02
130651,68248.07
130652,68388.14
130653,67553.33
130654,68608.7
130655,68997.11
130656,70483.48
130657,68956.55
130658,68967.16
130659,78795.92
130660,73480.25
130661,66246.24
130662,67494.35
130663,66018.17
130664,73838.95
130665,65728.72
130666,68488.0
130667,67486.01
130668,69432.46
130669,68598.29
130670,68926.45
130671,79093.61
130672,67457.82
130673,70185.93
130674,68022.69
130675,67457.03
130676,68575.24
130677,67978.65
130678,68527.13
130679,72725.39
130680,67721.55
130681,68069.66
130682,68758.23
130683,71711.44
130684,70760.2
130685,70840.18
130686,73953.16
130687,72750.0
130688,69204.27
130689,67480.6
130690,74535.2
130691,65770.73
130692,68010.01
130693,70349.27
130694,71321.61
130695,69407.91
130696,69108.72
130697,64625.3
130698,68615.45
130699,67921.02
130700,69314.16
130701,69355.55
130702,68193.54
130703,69265.61
130704,68354.55
130705,66452.09
130706,67965.43
130707,69307.87
130708,68180.06
130709,69669.26
130710,68085.05
130711,67596.61
130712,67064.27
130713,69527.29
130714,69517.52
130715,68872.37
130716,65219.96
130717,67550.14
130718,67800.55
130719,68617.87
130720,68354.56
130721,68907.45
130722,71517.51
130723,68637.23
130724,68665.11
130725,68676.5
130726,69266.98
130727,68318.92
130728,68888.22
130729,68146.4
130730,69891.48
130731,68456.13
130732,68240.32
130733,72788.06
130734,69032.69
130735,67188.04
130736,68184.03
130737,67746.56
130738,67182.28
130739,68128.61
130740,67700.73
130741,69024.89
130742,67290.2
130743,67169.83
130744,75256.7
130745,66319.09
130746,69193.78
130747,68724.63
130748,68431.63
130749,68502.6
130750,68148.77
130751,67709.96
130752,67143.37
130753,67744.72
130754,68367.89
130755,69317.47
130756,67702.3
130757,67126.33
130758,95383.74
130759,67681.67
130760,67932.6
130761,67942.15
130762,67716.75
130763,67670.49
130764,68980.52
130765,67102.48
130766,68983.63
130767,71586.53
130768,68102.12
130769,67651.07
130770,67651.03
130771,67651.03
130772,67651.01
130773,67651.01
130774,67651.01
130775,67651.0
130776,67651.0
130777,67873.03
130778,69606.22
130779,68714.58
130780,67629.01
130781,69912.71
130782,79428.38
130783,69997.68
130784,68404.76
130785,67756.58
130786,80818.13
130787,68109.25
130788,68670.52
130789,67029.44
130790,68929.82
130791,68838.04
130792,68299.68
130793,69972.06
130794,68915.61
130795,68074.23
130796,66995.0
130797,67632.2
130798,67949.56
130799,67287.86
130800,69202.87
130801,64636.05
130802,69178.84
130803,66184.52
130804,71941.1
130805,66964.67
130806,66964.66
130807,66964.63
130808,66964.63
130809,66964.62
130810,66964.62
130811,66964.62
130812,66964.61
130813,66964.61
130814,68139.39
130815,68087.84
130816,66962.21
130817,66963.14
130818,66963.14
130819,67037.39
130820,68069.34
130821,67994.1
130822,68875.67
130823,68035.68
130824,67610.76
130825,67276.84
130826,66935.52
130827,77634.19
130828,63561.26
130829,68493.39
130830,67756.01
130831,68716.15
130832,67474.05
130833,67474.05
130834,67474.04
130835,67474.04
130836,67474.03
130837,67474.02
130838,67474.02
130839,67474.02
130840,67474.01
130841,67606.81
130842,68145.21
130843,66100.88
130844,67952.96
130845,66876.65
130846,66876.63
130847,68113.53
130848,67782.15
130849,64543.33
130850,67644.34
130851,68572.69
130852,69629.67
130853,67225.1
130854,67848.94
130855,66856.04
130856,67381.52
130857,66855.7
130858,69026.99
130859,66867.07
130860,72227.9
130861,64586.07
130862,66905.02
130863,67934.5
130864,67774.34
130865,67559.15
130866,67787.81
130867,68812.86
130868,67391.18
130869,71201.59
130870,68052.26
130871,68091.95
130872,68241.86
130873,68159.45
130874,66755.07
130875,69965.27
130876,66748.85
130877,66748.81
130878,67801.54
130879,67783.77
130880,66725.97
130881,63514.18
130882,67275.0
130883,72571.95
130884,68805.21
130885,67833.59
130886,68046.23
130887,68735.57
130888,67800.69
130889,70657.51
130890,66976.3
130891,67439.23
130892,67669.08
130893,66648.58
130894,67327.56
130895,64916.73
130896,66760.35
130897,67563.91
130898,67761.4
130899,70148.26
130900,72150.31
130901,66947.23
130902,69880.88
130903,73670.94
130904,66975.32
130905,94784.38
130906,67275.78
130907,67301.62
130908,68838.91
130909,68949.78
130910,69042.49
130911,67861.52
130912,67159.01
130913,67490.09
130914,78586.45
130915,64755.08
130916,67297.46
130917,68319.41
130918,67127.01
130919,67136.88
130920,68881.82
130921,65565.55
130922,67144.0
130923,66571.72
130924,67783.17
130925,70254.7
130926,66912.15
130927,69144.51
130928,72888.36
130929,66555.41
130930,66756.25
130931,68674.13
130932,67091.05
130933,67079.0
130934,66527.0
130935,66921.2
130936,64763.4
130937,67375.92
130938,66817.95
130939,68149.99
130940,67059.01
130941,67313.07
130942,67102.09
130943,67919.09
130944,68286.76
130945,66810.17
130946,66502.6
130947,83169.58
130948,67824.2
130949,67760.0
130950,66492.01
130951,67159.68
130952,67361.92
130953,66492.03
130954,66492.02
130955,67119.6
130956,67100.67
130957,67023.9
130958,66165.39
130959,69528.03
130960,69168.21
130961,68349.6
130962,76209.53
