FMID,MarketName,street,city,County,State,zip,x,y,Website,Facebook,Twitter,Youtube,OtherMedia,Organic,Tofu,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,WildHarvested,updateTime,Location,Credit,WIC,WICcash,SFMNP,SNAP,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time
1003322,Hornell Farmers Market - Broadway Park,Broadway Park (Off Main St),Hornell,Steuben,New York,,-77.660358,42.32638,http://www.hornellhpg.com,https://www.facebook.com/hornellfarmersmarket,,,,-,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,5/19/2014 11:05:26 AM,Local government building grounds,Y,N,N,N,N,05/01/2014 to 10/30/2014,Thu: 10:00 AM-6:00 PM;,,,,,,
1003860,Horton Square Certified Farmers Market,225 Broadway,San Diego,San Diego,California,92101,-117.162,32.715,,,,,,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,5/26/2014 10:28:27 AM,Other,Y,N,N,N,N,03/01/2014 to 10/09/2014,Thu: 11:00 AM-3:00 PM;,,,,,,
1005663,Hot Springs Farmers Market,215 Spring St,Hot Springs,Sanders,Montana,59845,-114.668845,47.610329,,,,,,-,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,5/15/2012 11:47:00 PM,Other,N,N,N,N,Y,May to October,Tue:4:00 PM - 7:00 PM;,,,,,,
1004433,Hotchkiss Farmers' Market,Creamery Arts Center,Hotchkiss,Delta,Colorado,,-107.722,38.7989,http://www.northforkarts.org/,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1002461,Houlton Community Market,Market Square,Houlton,Aroostook,Maine,04730,-67.84066999999999,46.1256,http://www.houltoncommunitymarket.org,https://www.facebook.com/houltonmarket,,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,6/30/2016 12:15:10 PM,,Y,N,N,N,Y,05/21/2016 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,
1006068,Houston Farmers Market,3106 White Oak - Onion Creek Coffee House (Saturday),Houston,Harris,Texas,78233,-95.3912,29.7816,http://www.houstonfarmersmarket.org,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1007839,Houston Farmers Market,Meadowoods Mall on Big Lake Rd,Houston,Matanuska-Susitna Borough,Alaska,,-149.81799999999996,61.6303,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1010710,Houston Farmers' Market,Lone Star Plaza,Houston ,Texas,Missouri,65483,-91.9885525,37.3274644,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2279,,,,,-,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,10/28/2014 3:45:47 PM,,Y,N,N,N,N,01/01/2014 to 12/31/2014,Tue: 3:00 AM-7:00 PM;Fri: 7:00 AM-12:00 PM;,,,,,,
1008590,Houston's Home Grown,1604 Stolpe Road,Hermann,Gasconade,Missouri,65041,-91.627846,38.625592,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2015,,,,,-,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,6/26/2013 5:20:09 PM,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,,,,,,,,
1006496,Howard City DDA Farmer's Market,120 W. Edgerton Street,Howard City,Montcalm,Michigan,49329,-85.4701,43.397,http://www.howardcity.org,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 25 2010  1:01PM,,N,N,N,N,N,,,,,,,,
1001538,Howard County Farmers Market,110 South Washington Street,Nashville,Howard,Arkansas,71852,-93.8451,33.9426,http://www.nashvillear.com/farmers.htm,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2011 3:49:58 PM,Local government building grounds,N,Y,N,N,N,May to October,Tue:7:00 am - 10:30 am;Fri:7:00 pm - 10:30 am;Sat:7:00 pm - 10:30 am;,,,,,,
1004857,Howard County Farmers Market - Miller Library Branch,9421 Frederick Rd.,Ellicott City,Howard,Maryland,21042,-76.838132,39.272605,http://www.HowardCountyFarmersMarkets.com,,,,,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,5/17/2012 8:33:57 AM,Educational institution,Y,Y,Y,Y,N,May to October,Wed:2:00 PM - 6:00 PM;,,,,,,
1005845,Howard County Farmers' Market  - Oakland Mills Village Center,5851 Robert Oliver Place,Columbia,Howard,Maryland,21045,-76.84724,39.2107,,,,,,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,5/17/2012 8:24:30 AM,Private business parking lot,Y,Y,Y,Y,N,May to November,sun:9:00 AM - 1:00 PM;,,,,,,
1005846,Howard County Farmers' Market - East Columbia Library Branch,6600 Cradlerock Way,Columbia,Howard,Maryland,21045,-76.84676999999998,39.19042,,,,,,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,5/17/2012 8:29:35 AM,Educational institution,Y,Y,Y,Y,N,May to November,Thu:2:00 PM - 6:00 PM;,,,,,,
1005844,Howard County Farmers' Market at Howard County General Hospital,Cedar Lane,Columbia,Howard,Maryland,21046,-76.88584300000002,39.213303,http://www.HowardCountyFarmersMarkets.com,,,,,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,5/17/2012 8:38:39 AM,Healthcare Institution,Y,Y,Y,Y,N,May to October,Fri:2:00 PM - 6:00 PM;,,,,,,
1005843,Howard County Farmers' Market-Glenwood Library Branch,2350 Route 97,Glenwood,Howard,Maryland,21790,-77.026863,39.299768,http://www.HowardCountyFarmersMarket.com,,,,,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,5/17/2012 8:44:37 AM,Educational institution,Y,Y,Y,Y,N,May to November,Sat:9:00 AM - 12:30 PM;,,,,,,
1002088,Howard Park Community Farmers Market,3500 Block Woodbine Avenue,Baltimore,Baltimore City,Maryland,21207,-76.6970067,39.3305823,http://howardparkca.org,,,,,-,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,4/23/2014 7:45:13 AM,Closed-off public street,N,Y,N,Y,Y,06/07/2014 to 11/29/2014,Sat: 7:00 AM-1:00 PM;,,,,,,
1000963,Howe Farmers Market,Town Park,Howe,Lagrange,Indiana,46746,-85.37899999999998,41.7227,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1007739,Howell Farmers Market,State Street,Howell,Livingston,Michigan,48843,-83.9115,42.6029,http://www.howell.org,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/26/2012 2:22:30 PM,,N,N,N,N,N,,,,,,,,
1007740,Howell Farmers Market,123 E. Washington St.,Howell,Livingston,Michigan,48843,-83.931,42.6054,http://www.howell.org,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/26/2012 2:22:30 PM,,N,N,N,N,N,,,,,,,,
1009418,Howland Farmers Market ,East Market Street,Howland,,Ohio,44484,-80.7512,41.2383,http://www.localharvest.org/howland-farmers-market-M32351,https://www.facebook.com/HowlandFarmersMarket?ref=hl,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1001081,Hoxie Farmers Market,Hwy. 63,Hoxie,Lawrence,Arkansas,72433,-91.022,36.0453,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1011085,Hoxie Farmers' Market,1308 Main Street,Hoxie,Sheridan,Kansas,67740,-100.440135,39.358126,,https://www.facebook.com/groups/HoxieFarmersMarket/,,,,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,4/27/2015 1:58:50 PM,,Y,N,N,N,N,04/25/2015 to 10/31/2015,Sat: 8:00 AM-12:00 PM;,,,,,,
1006033,Hub City Farmers Market,Bushman Street,Hattiesburg,Forrest,Mississippi,39401,-89.2886,31.3349,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005348,Hub City Farmers' Market - Magnolia Street,298 Magnolia Street,Spartanburg,Spartanburg,South Carolina,29306,-81.9366616,34.9543422,http://www.hubcityfm.org,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/20/2014 8:56:02 AM,Local government building grounds,Y,Y,Y,Y,Y,05/17/2014 to 12/20/2014,Sat: 8:00 AM-;,,,,,,
1005347,Hub City Farmers' Market - Morgan Square,Morgan Square,Spartanburg,Spartanburg,South Carolina,29306,-81.9321686,34.9497165,http://www.hubcityfm.org,,,,,-,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,6/24/2013 1:58:36 PM,Local government building grounds,Y,Y,Y,Y,Y,06/05/2013 to 09/25/2013,Wed: 11:00 AM-1:00 PM;,,,,,,
1008840,Hubbard Lake Farmers' Market,Hubbard Lake Road and Hubert Road,Hubbard Lake,Alpena,Michigan,49747,-83.58766899999998,44.859919,,www.facebook.com/#!/groups/556298227825396,,,Local Harvest,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,8/5/2014 6:25:50 PM,Other,N,N,N,N,N,06/07/2014 to 11/01/2014,Sat: 9:00 AM-12:00 PM;,,,,,,
1005674,Hudson Farmers Market,Corner of Columbia and Sixth Streets,Hudson,Columbia,New York,12534,-73.783692,42.248656,http://www.hudsonfarmersmarketny.com,https://www.facebook.com/hudson.markt,,,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,3/14/2014 2:14:33 PM,Local government building grounds,Y,Y,Y,Y,Y,05/03/2014 to 11/15/2014,Sat: 9:00 AM-1:00 PM;,,,,,,
1011312,Hudson Farmers Market,Main St. and Aurora St.,Hudson,Summit,Ohio,44236,-81.44011,41.241401,http://www.hudsonfarmersmarket.org,facebook.com/HudsonOHFarmersMarket,@hfmnow,,Instagram: @hfmnow  Periscope: @hfmnow,-,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,7/9/2015 12:45:03 PM,,Y,N,N,N,N,06/06/2015 to 10/10/2015,Sat: 9:00 AM-12:30 PM;,,,,,,
1002800,Hudson Farmers Market on Carmichael,504 Frontage Road,Hudson,St. Croix,Wisconsin,54016,-92.703256,44.965783,http://www.hudsonfarmersmarketcarmichael.com,https://www.facebook.com/pages/Hudson-Farmers-Market-on-CARMICHAEL/140544355962413,,,,-,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,4/24/2014 11:51:42 PM,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,06/21/2014 to 10/25/2014,Sat: 9:00 AM-1:00 PM;,,,,,,
1001391,Hudsonville Farmers Market & Crafts,3302 Prospect Street,Hudsonville,Ottawa,Michigan,49426,-85.8627,42.868,http://www.fcelevator.com,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1006382,Hugo Farmers Market,604 South F St.,Hugo,Choctaw,Oklahoma,74743,-95.5195,34.0041,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1001112,Huguenot-Robious Farmers' Market @ The Great Big Greenhouse,2051 Huguenot Road,Richmond,Chesterfield,Virginia,23235,-77.610398,37.519516,,https://www.facebook.com/pages/Huguenot-Robious-Farmers-Market/108007479293103,,,,-,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,6/27/2016 1:12:14 PM,,Y,N,N,N,N,01/01/2016 to 12/31/2016,Thu: 10:00 AM-2:00 PM;,,,,,,
1007610,Hull Farmers Market, Nantasket Ave. (Bay side) between Bay and Edgewater,Hull,,Massachusetts,02045,-70.8659,42.2777,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1002528,Humble Earth Farmers Market,4726 North Oak,Spokane,Spokane,Washington,99205,-117.438,47.701,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1006307,Humboldt Farmers Market,"Downtown , Sumner Avenue and Taft Street",Humboldt,Humboldt,Iowa,50548,-94.2176287,42.7210491,,,,,,-,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,3/19/2015 10:42:38 PM,,Y,Y,Y,Y,N,06/27/2015 to 09/26/2015,Sat: 8:30 AM-12:00 PM;,,,,,,
1007840,Huning Street Farmers and Artisan Market,1020 E. Huning,Show Low,Navajo,Arizona,85901,-110.031,34.2503,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1000859,Hunterdon Land Trust Farmers Market,"111 Mine Street, Route 12 Circle",Flemington,Hunterdon,New Jersey,08822,-74.871204,40.504973,http://www.hunterdonlandtrust.org,https://www.facebook.com/HunterdonLandTrust,,,,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,4/22/2014 1:30:18 PM,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,Y,Y,N,05/18/2014 to 11/23/2014,Sun: 9:00 AM-1:00 PM;,12/21/2014 to 04/19/2015,Sun: 11:00 AM-1:00 PM;,,,,
1011999,Huntersville Growers' Market,200 Gilead Rd.,Huntersville,Mecklenburg,North Carolina,28078,-80.846947,35.41143,http://www.huntersville.org/Departments/ParksRecreation/GrowersMarket.aspx,https://www.facebook.com/GrowersMkt/,,,,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,6/7/2016 9:01:27 AM,,Y,N,N,N,N,05/14/2016 to 09/24/2016,Sat: 8:00 AM-12:00 PM;,,,,,,
1000901,Hunting Grower's Market,Route 22 & Hartslog Valley Road,Williamsburg,Blair,Pennsylvania,,-78.0939,40.4926,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005305,Hunting Park Farmers' Market,West Hunting Park Avenue and Old York Road,Philadelphia,Philadelphia,Pennsylvania,19140,-75.14704,40.016712,http://thefoodtrust.org/farmers-markets/market/hunting-park,,,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3/24/2015 2:37:01 PM,,Y,Y,N,Y,Y,06/01/2015 to 11/15/2015,Sat: 10:00 AM-2:00 PM;,,,,,,
1005290,Huntingburg Farmers Market,507 North Main Street,Huntingburg,Dubois,Indiana,47542,-86.95513000000003,38.29863,http://www.huntingburgchamberofcommerce.org,,,,,-,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,5/7/2012 11:01:26 AM,Other,N,N,N,N,N,June to October,sun:7:30 AM - 11:30 AM;,,,,,,
1010598,Huntingdon Farmers' Market,842 Penn Street,Huntingdon,Huntingdon,Pennsylvania,16652,-78.01723,40.485653000000006,http://www.huntingdonfarmersmarket.org/,https://www.facebook.com/pages/Huntingdon-Farmers-Market/151301851599329,https://twitter.com/HuntingdonFM,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,6/27/2016 8:55:08 PM,,Y,Y,N,Y,Y,05/08/2014 to 10/30/2014,Thu: 12:00 PM-5:00 PM;,,,,,,
1009631,Huntington Beach Certified Farmers Market,Main St and Pacific Coast Highway,Huntington Beach,Orange,California,,-118.00198590000002,33.657181099999995,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,4/8/2015 12:50:31 PM,,Y,Y,N,N,N,01/01/2015 to 12/31/2015,Fri: 1:00 PM-5:00 PM;,,,,,,
1003705,Huntington Park Farmers Market,3401 East Florence Avenue,Huntington Park,Los Angeles,California,90255,-118.204828,33.972982,http://www.goodveg.org,https://www.facebook.com/harborareafarmersmarkets,,,,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,5/12/2014 6:34:54 PM,Local government building grounds,Y,Y,Y,Y,Y,01/01/2014 to 12/31/2014,Wed: 9:30 AM-1:30 PM;,,,,,,
1000350,Huntington Village Farmers Market,"Main St (Rt 25A), east of Route 110 North",Huntington Village,Suffolk,New York,,-73.4263,40.8712,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1004889,Huntington WIC Market,350 Hauenstein Rd,Huntington,Huntington,Indiana,46750,-85.5204,40.8955,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/12/2013 8:25:31 PM,Private business parking lot,N,Y,N,Y,N,,,,,,,,
1001611,Huntley Farmers Market,10987 Main Street,Huntley,McHenry,Illinois,60142,-88.4104963,42.1675279,http://www.huntley.il.us,https://www.facebook.com/pages/Huntley-Farmers-Market/108401815866579,,,,-,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,3/19/2015 11:55:18 AM,,Y,N,Y,N,N,05/23/2015 to 10/10/2015,Sat: 8:00 AM-1:00 PM;,11/07/2015 to ,Sat: 9:00 AM-1:00 PM;,,,,
1006142,Hunts Point Farmers Market Saturday,Southern Blvd & Est 163rd Street,Bronx,Bronx,New York,10451,-73.89166999999998,40.82099,http://www.downtoearthmarkets.com,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,,Instagram DowntoEarthMkts,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,4/4/2014 2:36:09 PM,Private business parking lot,N,N,Y,N,Y,07/12/2014 to 11/22/2014,Wed: 8:30 AM-4:00 PM;Sat: 8:30 AM-4:00 PM;,,,,,,
1009769,Hunts Point Farmers Market Wednesday,Southern Blvd & Est 163rd Street,Bronx,Bronx,New York,,-73.8915597,40.8210034,http://www.downtoearthmarkets.com,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,,Instagram DowntoEarthMkts,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 2:39:38 PM,Private business parking lot,Y,N,N,N,N,07/09/2014 to 11/19/2014,Wed: 8:30 AM-4:00 PM;,,,,,,
1005059,Huntsville Downtown Farmers Market,1100 University Avenue,Huntsville,Walker,Texas,77340,-95.550467,30.723087,http://www.htxdowntownfarmersmarket.com,www.facebook.com/HuntsvilleMainStreet,,,,-,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,6/17/2013 9:50:31 AM,Closed-off public street,N,N,N,N,N,05/04/2013 to 07/27/2013,Sat: 8:00 AM-12:00 PM;,,,,,,
1004011,Hurlock Farmers' and Watermen's Market,7010 E. Raymond Street,Indianapolis,Decatur,Indiana,46239,-86.0437,39.7415,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1003021,Huron Area Farmers Market,3rd. Street and Lincoln Ave,Huron,Beadle,South Dakota,57350,-98.234197,44.363174,,https://www.facebook.com/pages/Huron-Farmers-Market/162801030450226,,,,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,3/14/2014 11:00:22 AM,Federal/State government building grounds,N,N,N,N,N,06/01/2013 to 10/05/2013,Sat: 8:00 AM-12:00 PM;,,,,,,
1009629,Huron Valley Farmers' Market,305 N. John Street,Highland Twp.,Oakland,Michigan,48357,-83.620124,42.640902,http://www.hvfarmersmarket.weebly.com,https://www.facebook.com/HuronValleyFarmersMarket,,,Additional Email: alaw4196@aol.com,-,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,3/14/2014 12:27:35 PM,Educational institution,N,Y,N,Y,N,05/03/2014 to 10/04/2014,Sat: 10:00 AM-2:00 PM;,,,,,,
1004391,Husdon Falls Farmers Market,"Broadway Bowl, Rt 4, Across from McDonalds",Hudson Falls,Washington,New York,,-73.5859,43.3006,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1008039,Hutchinson Farmers' Market,25 Adams St SE,Hutchinson,McLeod,Minnesota,55350,-94.3650277,44.8920042,,https://www.facebook.com/HutchinsonFarmersMarket,,,,-,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,3/31/2014 3:55:49 PM,Local government building grounds,N,N,N,N,Y,05/17/2014 to 10/29/2014,Wed: 2:30 PM-5:30 PM;Sat: 8:00 AM-12:00 PM;,,,,,,
1012218,Hutto Co-Op Market Nights,420 US Hwy 79,Hutto,Williamson,Texas,78634,-97.550922,30.543434,http://visithutto.com/231/CO-OP-Market-Nights,https://www.facebook.com/downtownhutto/,,,,-,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,7/5/2016 9:05:49 AM,,Y,N,N,N,N,02/03/2016 to 11/30/2016,Wed: 5:00 PM-8:00 PM;,,,,,,
1003663,Hyannis Mid-Cape Farmers Market,468 Main Street,Hyannis,Barnstable,Massachusetts,02601,-70.287051,41.651431,http://www.midcapefarmersmarket.com,,,,,-,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/9/2012 3:21:30 PM,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,Y,Y,Y,June to October,Wed:2:00 PM - 6:00 PM;,,,,,,
1011325,Hyattsville Farmers Market,3799 East West Highway,Hyattsville,Prince George's,Maryland,20782,-76.949848,38.965951,http://www.hyattsville.org/farmersmarket,www.facebook.com/hyattsville-farmers-market,,,@hyattsville_farmers_market,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/10/2015 11:37:28 AM,,Y,N,N,N,N,,,,,,,,
1010443,Hyde County Farmers Market,south park,Highmore,Hyde,South Dakota,57345,-99.441501,44.514029,,,,,,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,8/6/2014 9:28:40 AM,Local government building grounds,N,N,N,N,N,,Wed: 4:00 PM-;,,,,,,
1002496,Hyde Park (Chicago) Farmers Market,5211 S. Harper Ave.,Chicago,Cook,Illinois,60602,-87.6046,41.8006,http://www.cityofchicago.org/specialevents,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1004029,Hyde Park Farmers Market,"Hyde Park Drive-in, Rt 9",Hyde Park,Dutchess,New York,,-73.9426,41.7913,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1010039,Hyde Park Farmers Market,Hyde Park Ave and River Street,Hyde Park,Suffolk,Massachusetts,02136,-71.12424399999998,42.25572800000001,http://www.hydeparkmainstreets.com,,,,,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,4/25/2014 9:30:53 AM,Local government building grounds,Y,Y,Y,N,Y,07/10/2014 to 09/25/2014,Thu: 3:00 PM-7:00 PM;,,,,,,
